x,y,GuloGulo_PA2_RUN1 logistic values
-1.5,10.000007823,4.5688386E-4
-1.5,19.000007823,0.0
-1.5,37.000007823,0.0013544615
-1.5,52.000007823,8.258942E-4
-1.5,61.000007823,3.492465E-4
-10.5,16.000007823,4.4103414E-5
-10.5,19.000007823,0.0
-10.5,22.000007823,0.0
-10.5,4.000007823,2.4706812E-4
-100.5,52.000007823,0.49685028
-103.5,34.000007823,0.0065069655
-103.5,37.000007823,0.0047961385
-106.5,28.000007823,0.0026186255
-106.5,40.000007823,0.017244667
-106.5,52.000007823,0.027353765
-106.5,79.000007823,0.2634174
-109.5,28.000007823,0.002090226
-109.5,46.000007823,0.010816559
-109.5,49.000007823,0.02128949
-115.5,34.000007823,2.3458113E-5
-115.5,49.000007823,0.049660508
-118.5,37.000007823,0.0038358648
-124.5,40.000007823,0.0012973126
-124.5,46.000007823,9.403731E-4
-13.5,64.000007823,0.0034063985
-16.5,13.000007823,5.7756674E-4
-16.5,25.000007823,0.0
-16.5,64.000007823,0.003928489
-16.5,76.000007823,0.006859592
-160.5,-19.999992177,2.0409604E-4
-169.5,52.000007823,0.001618863
-172.5,-1.999992177,1.5917578E-4
-178.5,52.000007823,0.0014448208
-19.5,64.000007823,0.0025039564
-22.5,73.000007823,0.18748613
-22.5,79.000007823,0.04253025
-25.5,73.000007823,0.09524386
-25.5,82.000007823,2.3567567E-38
-28.5,-19.999992177,0.0022123677
-28.5,73.000007823,0.09335127
-28.5,76.000007823,0.029206455
-28.5,79.000007823,0.04332339
-31.5,82.000007823,0.048012163
-34.5,73.000007823,0.08608971
-34.5,76.000007823,0.0018466992
-34.5,79.000007823,0.3018259
-37.5,-52.999992177,0.00260609
-4.5,22.000007823,0.0
-4.5,49.000007823,5.363813E-4
-4.5,52.000007823,6.1078765E-4
-40.5,-16.999992177,3.4996215E-4
-43.5,-13.999992177,4.1892598E-4
-43.5,-19.999992177,4.916825E-4
-43.5,70.000007823,0.3117335
-43.5,82.000007823,0.03126948
-46.5,-10.999992177,4.4115676E-4
-46.5,-16.999992177,4.5212972E-4
-46.5,-22.999992177,4.6511486E-4
-49.5,-1.999992177,2.3713816E-4
-49.5,-31.999992177,5.507586E-4
-49.5,4.000007823,2.4920976E-4
-49.5,79.000007823,0.36677134
-52.5,-13.999992177,4.9186294E-4
-52.5,-4.999992177,2.8608242E-4
-52.5,46.000007823,0.013372481
-52.5,7.000007823,2.267142E-4
-52.5,82.000007823,0.011838401
-55.5,-19.999992177,4.4872356E-4
-55.5,-31.999992177,0.0010951438
-55.5,-34.999992177,9.1171986E-4
-55.5,-7.999992177,4.537641E-4
-55.5,46.000007823,0.01543756
-55.5,70.000007823,0.027203158
-55.5,76.000007823,0.1650635
-58.5,-13.999992177,4.743541E-4
-58.5,-4.999992177,2.715702E-4
-58.5,-49.999992177,3.4541325E-4
-61.5,16.000007823,2.1982001E-4
-64.5,-10.999992177,3.5797854E-4
-64.5,-13.999992177,4.1651746E-4
-64.5,-22.999992177,0.0012305692
-64.5,-31.999992177,0.001541713
-64.5,31.000007823,4.4723033E-4
-64.5,4.000007823,2.6666242E-4
-67.5,-7.999992177,3.0064434E-4
-67.5,1.000007823,2.4580088E-4
-67.5,4.000007823,2.8411782E-4
-67.5,7.000007823,3.0278048E-4
-67.5,79.000007823,0.03617734
-7.5,13.000007823,8.8054594E-4
-7.5,19.000007823,0.0
-7.5,37.000007823,0.0012566231
-70.5,-1.999992177,2.2462456E-4
-70.5,-31.999992177,5.4973625E-6
-70.5,-37.999992177,0.001509276
-70.5,-52.999992177,0.001515269
-70.5,13.000007823,1.8946339E-4
-70.5,22.000007823,2.5716E-4
-73.5,-1.999992177,2.3682877E-4
-73.5,-16.999992177,0.0
-73.5,-4.999992177,2.5907828E-4
-73.5,-40.999992177,4.5813114E-4
-73.5,1.000007823,2.5835633E-4
-73.5,10.000007823,2.8128186E-4
-73.5,13.000007823,2.627613E-4
-73.5,19.000007823,3.1648396E-4
-76.5,-46.999992177,2.476942E-4
-76.5,-49.999992177,2.4988476E-4
-79.5,-4.999992177,3.2603266E-4
-79.5,22.000007823,3.991976E-4
-79.5,25.000007823,4.8055217E-4
-79.5,37.000007823,0.019476661
-79.5,4.000007823,1.8001368E-4
-79.5,40.000007823,0.0051297653
-82.5,-4.999992177,0.0
-82.5,16.000007823,2.175924E-4
-82.5,22.000007823,3.9023685E-4
-82.5,37.000007823,0.019622203
-82.5,7.000007823,2.9279996E-4
-85.5,19.000007823,3.0876484E-4
-85.5,37.000007823,0.0028537186
-85.5,40.000007823,0.007684585
-85.5,64.000007823,0.52546215
-88.5,19.000007823,4.1114588E-4
-88.5,31.000007823,0.002700451
-91.5,-1.999992177,2.6160863E-4
-91.5,13.000007823,3.0948664E-4
-91.5,76.000007823,0.0
-94.5,46.000007823,0.002143805
-97.5,16.000007823,5.235509E-4
-97.5,73.000007823,0.0
1.5,16.000007823,6.8412623E-6
1.5,31.000007823,0.0
1.5,43.000007823,0.0014871771
1.5,7.000007823,3.0410456E-4
10.5,-1.999992177,3.13799E-4
