x,y,GuloGulo_PA2_RUN2 logistic values
-1.5,19.000007823,0.0
-1.5,52.000007823,8.465245E-4
-1.5,61.000007823,5.361318E-4
-10.5,16.000007823,3.8598406E-5
-10.5,19.000007823,0.0
-100.5,16.000007823,2.732745E-5
-100.5,31.000007823,0.0012810819
-100.5,52.000007823,0.66554815
-103.5,37.000007823,0.0066787284
-103.5,49.000007823,0.34069455
-106.5,40.000007823,0.04246367
-106.5,52.000007823,0.42815033
-109.5,19.000007823,3.3172117E-5
-109.5,25.000007823,5.820261E-5
-109.5,28.000007823,3.596649E-4
-109.5,46.000007823,0.035897356
-109.5,52.000007823,0.36196187
-112.5,46.000007823,0.036856703
-112.5,52.000007823,0.2427183
-115.5,34.000007823,7.0564645E-5
-118.5,37.000007823,8.936947E-4
-121.5,34.000007823,1.2541063E-4
-124.5,40.000007823,9.347027E-4
-124.5,46.000007823,8.705861E-4
-13.5,10.000007823,5.6169505E-5
-13.5,64.000007823,0.008450197
-154.5,19.000007823,7.011299E-5
-16.5,13.000007823,7.023215E-5
-160.5,-19.999992177,3.7116308E-5
-166.5,52.000007823,0.0033012237
-169.5,52.000007823,0.0029332405
-172.5,25.000007823,7.916858E-5
-175.5,-22.999992177,6.366955E-5
-178.5,52.000007823,0.0027264368
-19.5,64.000007823,0.008837277
-22.5,79.000007823,0.3344749
-25.5,37.000007823,2.503644E-4
-25.5,73.000007823,0.42039037
-25.5,82.000007823,0.0
-28.5,-19.999992177,1.4581329E-4
-28.5,70.000007823,0.2247026
-28.5,73.000007823,0.51659834
-31.5,82.000007823,0.28557447
-34.5,76.000007823,0.2290551
-34.5,79.000007823,0.3699599
-37.5,67.000007823,0.14211778
-4.5,22.000007823,0.0
-4.5,28.000007823,0.0
-4.5,49.000007823,5.2634464E-4
-4.5,52.000007823,6.8059954E-4
-4.5,55.000007823,7.968334E-4
-40.5,-16.999992177,5.9265498E-5
-43.5,-13.999992177,5.8092122E-5
-43.5,-19.999992177,1.10930436E-4
-43.5,-22.999992177,1.2010833E-4
-43.5,70.000007823,0.4501949
-43.5,82.000007823,0.25187135
-46.5,-10.999992177,5.2413197E-5
-46.5,-13.999992177,5.210659E-5
-46.5,-22.999992177,1.4134115E-4
-49.5,-1.999992177,1.2240694E-5
-49.5,-31.999992177,2.3329456E-4
-49.5,4.000007823,2.334106E-5
-49.5,70.000007823,0.15089665
-49.5,79.000007823,0.18088162
-52.5,-13.999992177,6.105038E-5
-52.5,-4.999992177,2.4008084E-5
-52.5,1.000007823,2.0440044E-5
-52.5,64.000007823,0.075340346
-52.5,7.000007823,1.8208622E-5
-52.5,82.000007823,0.2645451
-55.5,-19.999992177,6.374128E-5
-55.5,-28.999992177,2.5125296E-4
-55.5,-31.999992177,3.893983E-4
-55.5,46.000007823,0.022365602
-55.5,49.000007823,0.05486246
-55.5,7.000007823,1.7014358E-5
-55.5,70.000007823,0.10226909
-55.5,76.000007823,0.3645271
-58.5,-13.999992177,6.583887E-5
-58.5,-4.999992177,2.3031216E-5
-58.5,-49.999992177,5.339559E-4
-61.5,-16.999992177,7.139532E-5
-61.5,-34.999992177,6.927205E-4
-61.5,16.000007823,2.9489063E-5
-61.5,64.000007823,0.23973191
-64.5,-13.999992177,4.8444326E-5
-64.5,-19.999992177,2.5200582E-4
-64.5,-22.999992177,4.4919958E-4
-64.5,-28.999992177,4.6683822E-4
-64.5,-31.999992177,5.896214E-4
-64.5,1.000007823,1.2064673E-5
-67.5,-49.999992177,6.983669E-5
-67.5,-7.999992177,2.5019825E-5
-67.5,1.000007823,1.2935453E-5
-67.5,4.000007823,1.8921373E-5
-67.5,79.000007823,0.23947732
-7.5,13.000007823,9.648009E-5
-7.5,19.000007823,0.0
-7.5,37.000007823,5.2785006E-4
-7.5,58.000007823,5.610205E-4
-70.5,-1.999992177,1.4090934E-5
-70.5,-31.999992177,3.2841336E-4
-70.5,-4.999992177,1.6915437E-5
-70.5,-43.999992177,4.2347942E-4
-70.5,-49.999992177,7.666599E-21
-70.5,-52.999992177,0.0025539687
-70.5,13.000007823,6.2091885E-6
-70.5,22.000007823,4.003464E-5
-73.5,-1.999992177,1.5226218E-5
-73.5,-16.999992177,0.0
-73.5,-4.999992177,1.6872824E-5
-73.5,-40.999992177,4.511656E-4
-73.5,13.000007823,5.6898457E-6
-73.5,49.000007823,0.66968197
-76.5,22.000007823,4.9962033E-5
-79.5,-10.999992177,0.0
-79.5,-34.999992177,2.0272244E-4
-79.5,-4.999992177,4.639846E-5
-79.5,25.000007823,1.08229906E-4
-79.5,37.000007823,0.0026840225
-79.5,4.000007823,1.0817363E-5
-79.5,40.000007823,0.046823326
-82.5,16.000007823,3.341063E-5
-82.5,22.000007823,5.7890902E-5
-82.5,37.000007823,0.010487228
-82.5,7.000007823,2.9192168E-5
-85.5,19.000007823,3.8158494E-5
-85.5,22.000007823,5.025489E-5
-85.5,37.000007823,0.0029895708
-85.5,40.000007823,0.052399404
-88.5,16.000007823,5.0324757E-5
-88.5,19.000007823,5.103693E-5
-88.5,31.000007823,7.3331804E-4
-88.5,43.000007823,0.10151159
-91.5,-1.999992177,2.0718766E-5
-91.5,1.000007823,5.298774E-5
-91.5,13.000007823,2.5918735E-5
-91.5,76.000007823,0.20278502
-94.5,16.000007823,5.8553782E-5
-94.5,28.000007823,4.9765484E-4
-94.5,79.000007823,0.31025562
-97.5,16.000007823,8.5902364E-5
-97.5,49.000007823,0.6021615
-97.5,52.000007823,0.8608329
-97.5,73.000007823,0.22453077
1.5,16.000007823,3.212567E-5
1.5,31.000007823,0.0
1.5,43.000007823,0.00109533
1.5,7.000007823,2.7673721E-5
10.5,40.000007823,5.4200855E-4
10.5,52.000007823,0.005917612
10.5,7.000007823,5.179546E-5
100.5,10.000007823,3.603397E-5
100.5,16.000007823,9.3102004E-5
103.5,-4.999992177,1.4083772E-5
103.5,1.000007823,1.0672346E-5
