x,y,GuloGulo_PA1_RUN1 logistic values
-1.5,10.000007823,5.3792257E-5
-1.5,13.000007823,7.802513E-5
-1.5,22.000007823,0.0
-1.5,25.000007823,0.0
-1.5,28.000007823,0.0
-1.5,31.000007823,0.0
-1.5,4.000007823,4.2889704E-5
-1.5,52.000007823,0.0025304083
-1.5,61.000007823,0.0027507294
-1.5,7.000007823,4.333869E-5
-10.5,10.000007823,8.5960906E-5
-10.5,31.000007823,1.610592E-4
-10.5,4.000007823,2.0984113E-5
-10.5,40.000007823,0.0011267072
-10.5,43.000007823,0.0012362805
-10.5,52.000007823,0.0019482003
-100.5,16.000007823,2.4089619E-5
-100.5,22.000007823,3.4941285E-4
-100.5,31.000007823,0.0014737878
-100.5,34.000007823,0.0031901784
-100.5,37.000007823,0.0046222745
-100.5,40.000007823,0.010631224
-100.5,43.000007823,0.01328704
-100.5,46.000007823,0.01732586
-100.5,52.000007823,0.58159876
-100.5,76.000007823,0.0060565425
-103.5,19.000007823,1.3219992E-4
-103.5,22.000007823,3.9103813E-4
-103.5,28.000007823,9.4578974E-4
-103.5,37.000007823,0.0049890946
-103.5,43.000007823,0.012637862
-103.5,46.000007823,0.01592429
-103.5,49.000007823,0.04878208
-106.5,43.000007823,0.014044289
-106.5,79.000007823,0.0
-109.5,-25.999992177,2.8038266E-4
-109.5,10.000007823,2.7884957E-5
-109.5,31.000007823,0.0012219228
-109.5,37.000007823,0.0018027495
-109.5,43.000007823,0.01965221
-112.5,25.000007823,1.7272947E-5
-112.5,28.000007823,2.1572898E-5
-112.5,37.000007823,9.4058615E-4
-112.5,52.000007823,0.03171913
-121.5,37.000007823,0.0012045525
-121.5,76.000007823,0.0
-124.5,40.000007823,0.0016649897
-13.5,13.000007823,9.359841E-5
-13.5,22.000007823,0.0
-133.5,52.000007823,0.0029050708
-145.5,58.000007823,0.01647651
-154.5,19.000007823,1.6252129E-4
-157.5,22.000007823,1.2121585E-4
-16.5,10.000007823,6.120679E-5
