species,X,Y,bio3,bio4,bio7,bio11,bio12
GuloGulo_PA1_RUN1,-91.5,82.000007823,12.230770111084,15473.69140625,478.615356445312,-385.307708740234,87.5384902954102
GuloGulo_PA1_RUN1,-85.5,82.000007823,11.2499990463257,16186.333984375,489.541687011719,-396.625,103.749954223633
GuloGulo_PA1_RUN1,-82.5,82.000007823,11.1111106872559,15788.0380859375,478.851867675781,-396.111114501953,131.666580200195
GuloGulo_PA1_RUN1,-79.5,82.000007823,11.4333343505859,15299.0673828125,466.133361816406,-389.899993896484,148.399887084961
GuloGulo_PA1_RUN1,-76.5,82.000007823,11.7187538146973,14720.6572265625,450.406280517578,-380.09375,162.124984741211
GuloGulo_PA1_RUN1,-67.5,82.000007823,13.79310131073,13105.552734375,412.103454589844,-332.586273193359,159.6552734375
GuloGulo_PA1_RUN1,-64.5,82.000007823,14.5925951004028,13011.1484375,417.074066162109,-324.148132324219,156.296234130859
GuloGulo_PA1_RUN1,-61.5,82.000007823,14.7368421554565,12758.474609375,415.736846923828,-314.684234619141,160.473739624023
GuloGulo_PA1_RUN1,-88.5,79.000007823,11.9000015258789,15439.298828125,476.066650390625,-376.399993896484,120.466651916504
GuloGulo_PA1_RUN1,-85.5,79.000007823,12.1764755249023,15548.3525390625,478.794128417969,-367.088165283203,103.82332611084
GuloGulo_PA1_RUN1,-82.5,79.000007823,12.3333387374878,15156.1396484375,469.611114501953,-362.833312988281,121.805450439453
GuloGulo_PA1_RUN1,-76.5,79.000007823,12.5142869949341,14261.5439453125,442.942901611328,-358.657165527344,180
GuloGulo_PA1_RUN1,-73.5,79.000007823,13.5263175964355,13539.1591796875,421.579010009766,-337.842132568359,161.526306152344
GuloGulo_PA1_RUN1,-115.5,76.000007823,11.6785717010498,14190.0888671875,447.928558349609,-350.160705566406,93.0714416503906
GuloGulo_PA1_RUN1,-112.5,76.000007823,12.0769214630127,14208.615234375,449.115386962891,-348.384613037109,81.884635925293
GuloGulo_PA1_RUN1,-106.5,76.000007823,12.7857151031494,13986.357421875,442.964294433594,-338.785736083984,62.2142868041992
GuloGulo_PA1_RUN1,-88.5,76.000007823,13.5862092971802,14417.6552734375,458.448272705078,-337.965515136719,125.689598083496
GuloGulo_PA1_RUN1,-82.5,76.000007823,12.5277786254883,14278.138671875,452.722229003906,-345.583343505859,190.361068725586
GuloGulo_PA1_RUN1,91.5,76.000007823,17,13364.060546875,452.249938964844,-295.937408447266,243.812423706055
GuloGulo_PA1_RUN1,97.5,76.000007823,17.1153888702393,13738.615234375,466.692291259766,-304.346160888672,243.192321777344
GuloGulo_PA1_RUN1,100.5,76.000007823,17.4285678863525,13652.857421875,463.214294433594,-304.357116699219,250.785614013672
GuloGulo_PA1_RUN1,103.5,76.000007823,18.0555534362793,13194.1943359375,445.972229003906,-302.694427490234,252.555587768555
GuloGulo_PA1_RUN1,106.5,76.000007823,17.4285869598389,13638.052734375,458.942718505859,-312.714172363281,244.514297485352
GuloGulo_PA1_RUN1,112.5,76.000007823,15.2608652114868,15488.34375,515.043334960938,-337.521728515625,199.739379882812
GuloGulo_PA1_RUN1,-124.5,73.000007823,12.6785707473755,13255.5361328125,420.25,-300.5,114.678535461426
GuloGulo_PA1_RUN1,-121.5,73.000007823,12.7777767181396,13253.8330078125,425.708312988281,-307.777770996094,125.513877868652
GuloGulo_PA1_RUN1,-118.5,73.000007823,12.5454568862915,13690.5146484375,442.51513671875,-318.030303955078,129.242431640625
GuloGulo_PA1_RUN1,-112.5,73.000007823,12.8260869979858,14028.478515625,447.739135742188,-329.913055419922,102.521743774414
GuloGulo_PA1_RUN1,-106.5,73.000007823,13,14296.2587890625,456.962951660156,-328.777770996094,80.814811706543
GuloGulo_PA1_RUN1,-103.5,73.000007823,13.3999996185303,14255.599609375,457.600006103516,-330,82.3999786376953
GuloGulo_PA1_RUN1,-94.5,73.000007823,14.615385055542,14002.4609375,458.269226074219,-327.192291259766,138.807632446289
GuloGulo_PA1_RUN1,-88.5,73.000007823,14.3076915740967,13824.0009765625,449.923095703125,-315.076904296875,146.615310668945
GuloGulo_PA1_RUN1,-85.5,73.000007823,14.7000007629395,13293.8681640625,435.800018310547,-301.600006103516,160.499877929688
GuloGulo_PA1_RUN1,-82.5,73.000007823,13.4642896652222,13373.0703125,439.499969482422,-313.107086181641,216.107009887695
GuloGulo_PA1_RUN1,-79.5,73.000007823,14,13918.2490234375,452.892852783203,-325.571350097656,210.85693359375
GuloGulo_PA1_RUN1,-76.5,73.000007823,13.8947343826294,13816.94921875,447.947418212891,-326.894805908203,228.421173095703
GuloGulo_PA1_RUN1,70.5,73.000007823,18.3333415985107,11052.0458984375,376.380920410156,-232.238021850586,233.428451538086
GuloGulo_PA1_RUN1,73.5,73.000007823,17.5,11447.3974609375,383.099914550781,-243.999923706055,271.899780273438
