x,y,GuloGulo_PA3_RUN2 logistic values
-1.5,13.000007823,0.013351539
-1.5,4.000007823,0.013351539
-1.5,7.000007823,0.013351539
-10.5,10.000007823,0.013351539
-10.5,13.000007823,0.013351539
-10.5,19.000007823,0.0053886375
-10.5,40.000007823,0.013351539
-10.5,43.000007823,0.013351539
-100.5,22.000007823,0.013351539
-100.5,40.000007823,0.046529856
-103.5,25.000007823,0.009257565
-103.5,46.000007823,0.046529856
-106.5,22.000007823,0.013351539
-109.5,28.000007823,0.013351539
-112.5,34.000007823,0.009257565
-115.5,31.000007823,0.009257565
-124.5,40.000007823,0.013351539
-13.5,16.000007823,0.009257565
-13.5,19.000007823,0.0053886375
-13.5,22.000007823,0.0053886375
-13.5,25.000007823,0.0053886375
-13.5,64.000007823,0.046529856
-130.5,52.000007823,0.013351539
-148.5,-16.999992177,0.013351539
-157.5,22.000007823,0.013351539
-16.5,13.000007823,0.013351539
-16.5,16.000007823,0.009257565
-16.5,25.000007823,0.0053886375
-16.5,28.000007823,0.009257565
-16.5,34.000007823,0.013351539
-16.5,67.000007823,0.046529856
-169.5,52.000007823,0.022100952
-172.5,-19.999992177,0.013351539
-22.5,16.000007823,0.0053886375
-22.5,76.000007823,0.25325483
-25.5,70.000007823,0.126623
-25.5,82.000007823,0.2802081
-28.5,40.000007823,0.013351539
-28.5,67.000007823,0.049872104
-28.5,79.000007823,0.36052224
-31.5,67.000007823,0.049872104
-34.5,73.000007823,0.3293787
-37.5,-7.999992177,0.013351539
-4.5,22.000007823,0.0053886375
-4.5,40.000007823,0.013351539
-40.5,70.000007823,0.3293787
-43.5,-22.999992177,0.013351539
-46.5,-7.999992177,0.013351539
-46.5,64.000007823,0.25836402
-46.5,67.000007823,0.3293787
-46.5,73.000007823,0.0
-46.5,82.000007823,0.2802081
-49.5,-13.999992177,0.013351539
-49.5,67.000007823,0.25836402
-49.5,76.000007823,0.0
-52.5,-10.999992177,0.013351539
-52.5,-16.999992177,0.013351539
-52.5,-22.999992177,0.013351539
-52.5,1.000007823,0.013351539
-55.5,-31.999992177,0.013351539
-55.5,-4.999992177,0.013351539
-55.5,4.000007823,0.013351539
-55.5,49.000007823,0.046529856
-58.5,-25.999992177,0.013351539
-58.5,-28.999992177,0.013351539
