species,X,Y,bio3,bio4,bio7,bio11,bio12
GuloGulo_PA3_RUN2,-91.5,82.000007823,12.230770111084,15473.69140625,478.615356445312,-385.307708740234,87.5384902954102
GuloGulo_PA3_RUN2,-88.5,82.000007823,11.6470603942871,15987.763671875,487.294097900391,-391.352905273438,95.6469573974609
GuloGulo_PA3_RUN2,-82.5,82.000007823,11.1111106872559,15788.0380859375,478.851867675781,-396.111114501953,131.666580200195
GuloGulo_PA3_RUN2,-79.5,82.000007823,11.4333343505859,15299.0673828125,466.133361816406,-389.899993896484,148.399887084961
GuloGulo_PA3_RUN2,-76.5,82.000007823,11.7187538146973,14720.6572265625,450.406280517578,-380.09375,162.124984741211
GuloGulo_PA3_RUN2,-73.5,82.000007823,12.2222194671631,14136.556640625,433.777801513672,-369.472259521484,179.694427490234
GuloGulo_PA3_RUN2,-67.5,82.000007823,13.79310131073,13105.552734375,412.103454589844,-332.586273193359,159.6552734375
GuloGulo_PA3_RUN2,-64.5,82.000007823,14.5925951004028,13011.1484375,417.074066162109,-324.148132324219,156.296234130859
GuloGulo_PA3_RUN2,-61.5,82.000007823,14.7368421554565,12758.474609375,415.736846923828,-314.684234619141,160.473739624023
GuloGulo_PA3_RUN2,-88.5,79.000007823,11.9000015258789,15439.298828125,476.066650390625,-376.399993896484,120.466651916504
GuloGulo_PA3_RUN2,-73.5,79.000007823,13.5263175964355,13539.1591796875,421.579010009766,-337.842132568359,161.526306152344
GuloGulo_PA3_RUN2,-70.5,79.000007823,14.9600019454956,12438.041015625,391.120025634766,-301.439971923828,145.159866333008
GuloGulo_PA3_RUN2,-112.5,76.000007823,12.0769214630127,14208.615234375,449.115386962891,-348.384613037109,81.884635925293
GuloGulo_PA3_RUN2,-109.5,76.000007823,12.5416650772095,14191.25,449.25,-343.666687011719,67.5416793823242
GuloGulo_PA3_RUN2,-106.5,76.000007823,12.7857151031494,13986.357421875,442.964294433594,-338.785736083984,62.2142868041992
GuloGulo_PA3_RUN2,-88.5,76.000007823,13.5862092971802,14417.6552734375,458.448272705078,-337.965515136719,125.689598083496
GuloGulo_PA3_RUN2,-82.5,76.000007823,12.5277786254883,14278.138671875,452.722229003906,-345.583343505859,190.361068725586
GuloGulo_PA3_RUN2,-79.5,76.000007823,13.3333282470703,14305.646484375,454.583343505859,-340.625,166.5625
GuloGulo_PA3_RUN2,88.5,76.000007823,17,12914.1513671875,434.076843261719,-284.615295410156,232.384536743164
GuloGulo_PA3_RUN2,91.5,76.000007823,17,13364.060546875,452.249938964844,-295.937408447266,243.812423706055
GuloGulo_PA3_RUN2,94.5,76.000007823,17,13618.248046875,462.041625976562,-302.624969482422,243.833312988281
GuloGulo_PA3_RUN2,100.5,76.000007823,17.4285678863525,13652.857421875,463.214294433594,-304.357116699219,250.785614013672
GuloGulo_PA3_RUN2,103.5,76.000007823,18.0555534362793,13194.1943359375,445.972229003906,-302.694427490234,252.555587768555
GuloGulo_PA3_RUN2,106.5,76.000007823,17.4285869598389,13638.052734375,458.942718505859,-312.714172363281,244.514297485352
GuloGulo_PA3_RUN2,109.5,76.000007823,16.1000099182129,14669.794921875,490.799865722656,-333.233306884766,235.366882324219
GuloGulo_PA3_RUN2,112.5,76.000007823,15.2608652114868,15488.34375,515.043334960938,-337.521728515625,199.739379882812
GuloGulo_PA3_RUN2,-124.5,73.000007823,12.6785707473755,13255.5361328125,420.25,-300.5,114.678535461426
GuloGulo_PA3_RUN2,-121.5,73.000007823,12.7777767181396,13253.8330078125,425.708312988281,-307.777770996094,125.513877868652
GuloGulo_PA3_RUN2,-118.5,73.000007823,12.5454568862915,13690.5146484375,442.51513671875,-318.030303955078,129.242431640625
GuloGulo_PA3_RUN2,-112.5,73.000007823,12.8260869979858,14028.478515625,447.739135742188,-329.913055419922,102.521743774414
GuloGulo_PA3_RUN2,-106.5,73.000007823,13,14296.2587890625,456.962951660156,-328.777770996094,80.814811706543
GuloGulo_PA3_RUN2,-103.5,73.000007823,13.3999996185303,14255.599609375,457.600006103516,-330,82.3999786376953
GuloGulo_PA3_RUN2,-94.5,73.000007823,14.615385055542,14002.4609375,458.269226074219,-327.192291259766,138.807632446289
GuloGulo_PA3_RUN2,-88.5,73.000007823,14.3076915740967,13824.0009765625,449.923095703125,-315.076904296875,146.615310668945
GuloGulo_PA3_RUN2,-85.5,73.000007823,14.7000007629395,13293.8681640625,435.800018310547,-301.600006103516,160.499877929688
GuloGulo_PA3_RUN2,-82.5,73.000007823,13.4642896652222,13373.0703125,439.499969482422,-313.107086181641,216.107009887695
GuloGulo_PA3_RUN2,-79.5,73.000007823,14,13918.2490234375,452.892852783203,-325.571350097656,210.85693359375
GuloGulo_PA3_RUN2,-76.5,73.000007823,13.8947343826294,13816.94921875,447.947418212891,-326.894805908203,228.421173095703
GuloGulo_PA3_RUN2,67.5,73.000007823,19,11104.9990234375,385.333312988281,-224,227.666610717773
GuloGulo_PA3_RUN2,70.5,73.000007823,18.3333415985107,11052.0458984375,376.380920410156,-232.238021850586,233.428451538086
GuloGulo_PA3_RUN2,76.5,73.000007823,16.4545459747314,11849.1796875,392.363586425781,-249.363616943359,313.908966064453
GuloGulo_PA3_RUN2,79.5,73.000007823,16,12144.056640625,399.2646484375,-252.529373168945,348.117462158203
GuloGulo_PA3_RUN2,85.5,73.000007823,16.2571411132812,13147.99609375,441.885559082031,-270.999969482422,305.000091552734
GuloGulo_PA3_RUN2,91.5,73.000007823,17,14132.9423828125,484.722137451172,-291.694366455078,300.638824462891
GuloGulo_PA3_RUN2,94.5,73.000007823,17,14551.8310546875,500.555450439453,-302.249938964844,301.944396972656
GuloGulo_PA3_RUN2,100.5,73.000007823,16.6944408416748,15322.8310546875,526.111022949219,-313.555511474609,273.555541992188
GuloGulo_PA3_RUN2,103.5,73.000007823,16.3888835906982,15463.6943359375,529.277770996094,-316.638854980469,267.194458007812
GuloGulo_PA3_RUN2,106.5,73.000007823,16.294116973877,15523.8515625,528.588195800781,-321.235260009766,252.500061035156
GuloGulo_PA3_RUN2,109.5,73.000007823,15.5000085830688,16073.1435546875,542.382263183594,-328.2646484375,234.941253662109
GuloGulo_PA3_RUN2,118.5,73.000007823,14,17767.65234375,584.0869140625,-361.130432128906,195.130447387695
GuloGulo_PA3_RUN2,121.5,73.000007823,14,17974.720703125,588,-366.722198486328,222.333129882812
GuloGulo_PA3_RUN2,124.5,73.000007823,14.517237663269,17965.89453125,585.551696777344,-370.137878417969,252.275634765625
GuloGulo_PA3_RUN2,127.5,73.000007823,15.2083301544189,18298.58203125,593.833312988281,-376.625,251.292007446289
GuloGulo_PA3_RUN2,130.5,73.000007823,16,18460.103515625,597.800048828125,-379,209.90022277832
GuloGulo_PA3_RUN2,133.5,73.000007823,17,18630.34375,601.666931152344,-383.000183105469,201.666793823242
GuloGulo_PA3_RUN2,139.5,73.000007823,20.4285717010498,14729.431640625,486.214385986328,-324.642913818359,128.785705566406
GuloGulo_PA3_RUN2,142.5,73.000007823,20.5000076293945,13955.0927734375,462.321563720703,-312.357238769531,124.964294433594
GuloGulo_PA3_RUN2,145.5,73.000007823,17.8333778381348,14787.078125,482.499877929688,-317.749938964844,151.833190917969
GuloGulo_PA3_RUN2,148.5,73.000007823,15.8181734085083,15634.9951171875,504.908935546875,-326.545379638672,169.000015258789
GuloGulo_PA3_RUN2,-178.5,70.000007823,16.9166679382324,11046.1669921875,363.25,-253.83332824707,203.999969482422
GuloGulo_PA3_RUN2,-166.5,70.000007823,16,11263,375,-223.333343505859,219.999984741211
GuloGulo_PA3_RUN2,-163.5,70.000007823,15.9166669845581,11767.9169921875,386.75,-228.583343505859,184.499984741211
GuloGulo_PA3_RUN2,-157.5,70.000007823,16.6874980926514,12522.0615234375,412.374969482422,-259,164.937454223633
GuloGulo_PA3_RUN2,-154.5,70.000007823,17.6129035949707,14200.7080078125,487.935424804688,-291.838684082031,169.128982543945
GuloGulo_PA3_RUN2,-151.5,70.000007823,18.3846130371094,15368.9228515625,543.115417480469,-309.269256591797,166.653793334961
GuloGulo_PA3_RUN2,-148.5,70.000007823,20.3333320617676,14585.6669921875,510.750030517578,-288.083343505859,178.791641235352
GuloGulo_PA3_RUN2,-145.5,70.000007823,18.7999992370605,13803.400390625,467.5,-295.849975585938,152.75
GuloGulo_PA3_RUN2,-139.5,70.000007823,18.3333320617676,13663.6650390625,465.666625976562,-277.083343505859,183.499938964844
GuloGulo_PA3_RUN2,-133.5,70.000007823,15.4285688400269,14666.9990234375,476.928558349609,-270.428558349609,176.642822265625
GuloGulo_PA3_RUN2,-130.5,70.000007823,15.2631559371948,14420.841796875,469.526306152344,-275.526306152344,146.947326660156
GuloGulo_PA3_RUN2,-127.5,70.000007823,15.3684206008911,14051.89453125,454.684204101562,-278.578948974609,151.578887939453
GuloGulo_PA3_RUN2,-121.5,70.000007823,15.1904754638672,12937.3330078125,425.476196289062,-278.666656494141,179.952346801758
GuloGulo_PA3_RUN2,-115.5,70.000007823,15.5294132232666,13810.2060546875,450.823547363281,-301.058837890625,162.588256835938
GuloGulo_PA3_RUN2,-112.5,70.000007823,14.2000007629395,14030.9130859375,450.628540039062,-312.028564453125,121.885749816895
GuloGulo_PA3_RUN2,-106.5,70.000007823,13.3611106872559,14856.138671875,479.388885498047,-323.666656494141,115.555526733398
GuloGulo_PA3_RUN2,-103.5,70.000007823,13.7999992370605,14726.3671875,475.133331298828,-325.299987792969,112.666687011719
GuloGulo_PA3_RUN2,-100.5,70.000007823,14.7499961853027,14611.25,474.75,-328.625,104.624992370605
GuloGulo_PA3_RUN2,-97.5,70.000007823,15.6190462112427,15022.189453125,496.714263916016,-338.476165771484,122.809455871582
GuloGulo_PA3_RUN2,-91.5,70.000007823,14.3181781768799,14768.615234375,485.500030517578,-325.95458984375,163.477264404297
GuloGulo_PA3_RUN2,-79.5,70.000007823,14.7142877578735,13285.607421875,438.392883300781,-300.214294433594,190.000045776367
GuloGulo_PA3_RUN2,-73.5,70.000007823,14.8055543899536,12703.779296875,423.000030517578,-290.388916015625,241.277694702148
GuloGulo_PA3_RUN2,-70.5,70.000007823,16.1562442779541,12135.3447265625,407.125030517578,-282.656311035156,262.562561035156
GuloGulo_PA3_RUN2,-67.5,70.000007823,16.7333354949951,11655.7353515625,389.333404541016,-265.933441162109,247.400268554688
GuloGulo_PA3_RUN2,16.5,70.000007823,27.4000072479248,5297.994140625,207.499771118164,-36.3997917175293,1098.80187988281
GuloGulo_PA3_RUN2,19.5,70.000007823,23.7391338348389,6881.64306640625,262.173583984375,-90.4344329833984,705.131225585938
GuloGulo_PA3_RUN2,25.5,70.000007823,24.0322551727295,9202.1640625,358.613006591797,-140.548492431641,487.774780273438
GuloGulo_PA3_RUN2,28.5,70.000007823,25.0333499908447,7166.23876953125,281.700225830078,-90.3001098632812,473.132995605469
GuloGulo_PA3_RUN2,31.5,70.000007823,21.5909214019775,6913.58837890625,259.840850830078,-82.1817779541016,526.068115234375
GuloGulo_PA3_RUN2,34.5,70.000007823,19.9999942779541,7960.66796875,300.833343505859,-104.499984741211,494.416748046875
