X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-91.5,82.000007823,train,0.32946693612796824,91.89924712297334,0.7611589328765891
-88.5,82.000007823,train,0.32946693612796824,91.89924712297334,0.7611589328765891
-85.5,82.000007823,train,7.337662785572494E12,100.0,0.9999999999999859
-82.5,82.000007823,train,7.509647603609967E74,100.0,1.0
-79.5,82.000007823,train,5.688508392336632E75,100.0,1.0
-76.5,82.000007823,train,8.649115380136623E74,100.0,1.0
-73.5,82.000007823,train,3.7233935262050693E74,100.0,1.0
-70.5,82.000007823,train,1.5183363554671718E74,100.0,1.0
-67.5,82.000007823,train,5.451161690015719E71,100.0,1.0
-64.5,82.000007823,train,3.675909407012111E67,100.0,1.0
-82.5,79.000007823,train,884165.1451922987,100.0,0.9999998830737422
-79.5,79.000007823,train,1.0694381343633559E75,100.0,1.0
-76.5,79.000007823,train,4.450383622785633E74,100.0,1.0
-73.5,79.000007823,train,1.5638556146289976E74,100.0,1.0
-118.5,76.000007823,train,0.02312512900008486,11.348437831543537,0.18279684894487785
-88.5,76.000007823,train,7.138899246014804E73,100.0,1.0
-85.5,76.000007823,train,4.978870326164587E74,100.0,1.0
-82.5,76.000007823,train,4.557400305104323E74,100.0,1.0
-79.5,76.000007823,train,4.656650294075632E74,100.0,1.0
91.5,76.000007823,train,8.455389208236793E72,100.0,1.0
94.5,76.000007823,train,3.9645554996613985E75,100.0,1.0
97.5,76.000007823,train,4.7827384618276905E75,100.0,1.0
103.5,76.000007823,train,6.197815007965017E76,100.0,1.0
109.5,76.000007823,train,2.421909007635981E145,100.0,1.0
-121.5,73.000007823,train,1.3781705188434562E15,100.0,0.9999999999999999
-118.5,73.000007823,train,2.62864734177897E15,100.0,1.0
-115.5,73.000007823,train,3.460101760981954E15,100.0,1.0
-112.5,73.000007823,train,8.252861151787505E-9,4.288074157230236E-6,7.982869179902796E-8
-106.5,73.000007823,train,1.2025777024904275E-8,6.1599553316030165E-6,1.1632353859750267E-7
-103.5,73.000007823,train,1.1405965571372267E-8,5.8524442630965366E-6,1.103281959735475E-7
-94.5,73.000007823,train,1.4657881446031755E68,100.0,1.0
-88.5,73.000007823,train,2.4741166508824832E16,100.0,1.0
-85.5,73.000007823,train,1.1613550067334306E16,100.0,1.0
-76.5,73.000007823,train,1.0471492136757764E68,100.0,1.0
-73.5,73.000007823,train,1.3353969924104964E14,100.0,0.9999999999999992
67.5,73.000007823,train,0.033971294358742216,17.84778004428582,0.2473276046001762
73.5,73.000007823,train,3.90290728817714E-4,0.1412473603614951,0.003761025443540738
76.5,73.000007823,train,0.5438680364836961,100.0,0.8402748450170084
79.5,73.000007823,train,2.334663943709806E-59,2.7478110784031045E-57,2.2582857007629854E-58
82.5,73.000007823,train,3.6521617323031133,100.0,0.9724721272228087
85.5,73.000007823,train,4.601701101695164E75,100.0,1.0
88.5,73.000007823,train,5.6809314890476026E76,100.0,1.0
91.5,73.000007823,train,1.1292402662378467E77,100.0,1.0
94.5,73.000007823,train,2.945928963653721E92,100.0,1.0
97.5,73.000007823,train,5.527884341849088E89,100.0,1.0
100.5,73.000007823,train,5.467654113809534E89,100.0,1.0
103.5,73.000007823,train,5.390477332455877E89,100.0,1.0
106.5,73.000007823,train,5.466986297078061E89,100.0,1.0
112.5,73.000007823,train,1.3605397427880712E89,100.0,1.0
115.5,73.000007823,train,1.2853228369396694E89,100.0,1.0
118.5,73.000007823,train,1.2853223062379154E89,100.0,1.0
121.5,73.000007823,train,1.2853223062379154E89,100.0,1.0
