X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-91.5,82.000007823,train,6.60895334630056E113,100.0,1.0
-88.5,82.000007823,train,7.452508797387127E113,100.0,1.0
-85.5,82.000007823,train,7.757544892256876E113,100.0,1.0
-82.5,82.000007823,train,6.894961853242698E113,100.0,1.0
-79.5,82.000007823,train,5.910924637618289E113,100.0,1.0
-76.5,82.000007823,train,3.371922464576929E113,100.0,1.0
-73.5,82.000007823,train,1.3051991087242368E113,100.0,1.0
-70.5,82.000007823,train,2.7233267601826574E112,100.0,1.0
-67.5,82.000007823,train,1.1925316146392363E-117,1.1925316146392362E-115,2.862462690895171E-116
-64.5,82.000007823,train,1.2173003800690662E-117,1.2173003800690662E-115,2.9219157620524254E-116
-61.5,82.000007823,train,5.908969202438943E-118,5.908969202438942E-116,1.418344274985694E-116
-88.5,79.000007823,train,6.496634030018631E113,100.0,1.0
-85.5,79.000007823,train,6.635139862580059E113,100.0,1.0
-82.5,79.000007823,train,1.0270241679595396E113,100.0,1.0
-79.5,79.000007823,train,7.389835560322143E228,100.0,1.0
-76.5,79.000007823,train,3.586861714317527E112,100.0,1.0
-73.5,79.000007823,train,1.9582779235924885E-117,1.9582779235924884E-115,4.7005022138410413E-116
-70.5,79.000007823,train,3.704390569180118E-118,3.704390569180118E-116,8.891738941436642E-117
-118.5,76.000007823,train,2.7009167197430626E-117,2.700916719743063E-115,6.48307621078737E-116
-115.5,76.000007823,train,0.00194990814836032,4.2233746192994195,0.044711440729734334
-112.5,76.000007823,train,2.7396657138407965E-117,2.7396657138407965E-115,6.576086365447324E-116
-109.5,76.000007823,train,2.6987816725687023E-117,2.698781672568702E-115,6.477951405033892E-116
-106.5,76.000007823,train,2.5033404259474055E-117,2.5033404259474057E-115,6.00882901880286E-116
-88.5,76.000007823,train,2.871468456610117E-117,2.8714684566101165E-115,6.8924557003173E-116
-85.5,76.000007823,train,2.8083575960170785E-117,2.8083575960170785E-115,6.740969163926808E-116
-82.5,76.000007823,train,0.0559706502320618,50.06129538827457,0.5732836576127435
-79.5,76.000007823,train,2.7785410777372662E-117,2.778541077737266E-115,6.66939984861421E-116
88.5,76.000007823,train,0.026506051740970447,38.64409592327608,0.3888394324215085
91.5,76.000007823,train,0.0320866859464949,40.75392107232978,0.4350871465805098
94.5,76.000007823,train,0.03568166776019016,42.16419668678218,0.46134497483500725
97.5,76.000007823,train,0.0374042148126308,42.839945156405825,0.47308032779119635
100.5,76.000007823,train,0.03559908010232398,42.13179787577708,0.4607691763620015
103.5,76.000007823,train,0.02890877595762656,39.51879449080141,0.40964790921114985
106.5,76.000007823,train,0.03397391903776208,41.494276210762784,0.4491827751016433
109.5,76.000007823,train,2.1707847901582996E114,100.0,1.0
