species,X,Y,bio3,bio4,bio7,bio11,bio12
GuloGulo_PA3_RUN1,-91.5,82.000007823,12.230770111084,15473.69140625,478.615356445312,-385.307708740234,87.5384902954102
GuloGulo_PA3_RUN1,-88.5,82.000007823,11.6470603942871,15987.763671875,487.294097900391,-391.352905273438,95.6469573974609
GuloGulo_PA3_RUN1,-85.5,82.000007823,11.2499990463257,16186.333984375,489.541687011719,-396.625,103.749954223633
GuloGulo_PA3_RUN1,-76.5,82.000007823,11.7187538146973,14720.6572265625,450.406280517578,-380.09375,162.124984741211
GuloGulo_PA3_RUN1,-70.5,82.000007823,12.7999982833862,13496.0009765625,416.933349609375,-353.733337402344,187.566589355469
GuloGulo_PA3_RUN1,-64.5,82.000007823,14.5925951004028,13011.1484375,417.074066162109,-324.148132324219,156.296234130859
GuloGulo_PA3_RUN1,-61.5,82.000007823,14.7368421554565,12758.474609375,415.736846923828,-314.684234619141,160.473739624023
GuloGulo_PA3_RUN1,-88.5,79.000007823,11.9000015258789,15439.298828125,476.066650390625,-376.399993896484,120.466651916504
GuloGulo_PA3_RUN1,-85.5,79.000007823,12.1764755249023,15548.3525390625,478.794128417969,-367.088165283203,103.82332611084
GuloGulo_PA3_RUN1,-79.5,79.000007823,11.5277767181396,14865.2236328125,458.388916015625,-379.583374023438,198.94450378418
GuloGulo_PA3_RUN1,-76.5,79.000007823,12.5142869949341,14261.5439453125,442.942901611328,-358.657165527344,180
GuloGulo_PA3_RUN1,-73.5,79.000007823,13.5263175964355,13539.1591796875,421.579010009766,-337.842132568359,161.526306152344
GuloGulo_PA3_RUN1,-70.5,79.000007823,14.9600019454956,12438.041015625,391.120025634766,-301.439971923828,145.159866333008
GuloGulo_PA3_RUN1,-118.5,76.000007823,11.5454530715942,14185.5908203125,446,-347.727264404297,94.0454483032227
GuloGulo_PA3_RUN1,-115.5,76.000007823,11.6785717010498,14190.0888671875,447.928558349609,-350.160705566406,93.0714416503906
GuloGulo_PA3_RUN1,-106.5,76.000007823,12.7857151031494,13986.357421875,442.964294433594,-338.785736083984,62.2142868041992
GuloGulo_PA3_RUN1,-85.5,76.000007823,12.96875,14353.46875,454.375,-340.21875,151.531219482422
GuloGulo_PA3_RUN1,-82.5,76.000007823,12.5277786254883,14278.138671875,452.722229003906,-345.583343505859,190.361068725586
GuloGulo_PA3_RUN1,-79.5,76.000007823,13.3333282470703,14305.646484375,454.583343505859,-340.625,166.5625
GuloGulo_PA3_RUN1,94.5,76.000007823,17,13618.248046875,462.041625976562,-302.624969482422,243.833312988281
GuloGulo_PA3_RUN1,97.5,76.000007823,17.1153888702393,13738.615234375,466.692291259766,-304.346160888672,243.192321777344
GuloGulo_PA3_RUN1,103.5,76.000007823,18.0555534362793,13194.1943359375,445.972229003906,-302.694427490234,252.555587768555
GuloGulo_PA3_RUN1,106.5,76.000007823,17.4285869598389,13638.052734375,458.942718505859,-312.714172363281,244.514297485352
GuloGulo_PA3_RUN1,112.5,76.000007823,15.2608652114868,15488.34375,515.043334960938,-337.521728515625,199.739379882812
GuloGulo_PA3_RUN1,-124.5,73.000007823,12.6785707473755,13255.5361328125,420.25,-300.5,114.678535461426
GuloGulo_PA3_RUN1,-121.5,73.000007823,12.7777767181396,13253.8330078125,425.708312988281,-307.777770996094,125.513877868652
GuloGulo_PA3_RUN1,-118.5,73.000007823,12.5454568862915,13690.5146484375,442.51513671875,-318.030303955078,129.242431640625
GuloGulo_PA3_RUN1,-115.5,73.000007823,13.1111097335815,13871.5185546875,447.629638671875,-323.037048339844,123.629653930664
GuloGulo_PA3_RUN1,-112.5,73.000007823,12.8260869979858,14028.478515625,447.739135742188,-329.913055419922,102.521743774414
GuloGulo_PA3_RUN1,-106.5,73.000007823,13,14296.2587890625,456.962951660156,-328.777770996094,80.814811706543
GuloGulo_PA3_RUN1,-103.5,73.000007823,13.3999996185303,14255.599609375,457.600006103516,-330,82.3999786376953
GuloGulo_PA3_RUN1,-88.5,73.000007823,14.3076915740967,13824.0009765625,449.923095703125,-315.076904296875,146.615310668945
GuloGulo_PA3_RUN1,-82.5,73.000007823,13.4642896652222,13373.0703125,439.499969482422,-313.107086181641,216.107009887695
