X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-91.5,82.000007823,train,Infinity,100.0,NaN
-88.5,82.000007823,train,0.8032160320282136,100.0,0.944615163089666
-85.5,82.000007823,train,0.8142733377410353,100.0,0.9453261336990145
-76.5,82.000007823,train,Infinity,100.0,NaN
-70.5,82.000007823,train,0.020075753660649592,35.42663832749766,0.2988795283488304
-64.5,82.000007823,train,0.018481549794994483,34.262147743967894,0.2818347018371502
-61.5,82.000007823,train,0.013260286603248137,29.206155335736803,0.2197063647947058
-88.5,79.000007823,train,Infinity,100.0,NaN
-85.5,79.000007823,train,Infinity,100.0,NaN
-79.5,79.000007823,train,1.1177699303988977,100.0,0.9595709973585632
-76.5,79.000007823,train,0.026697159242774104,39.804504621235104,0.36179199972162523
-73.5,79.000007823,train,0.02075784897267676,35.92538682636188,0.30592766169633506
-70.5,79.000007823,train,0.006275430615684659,14.592766852153385,0.11758408108831625
-118.5,76.000007823,train,0.0,0.0,0.0
-115.5,76.000007823,train,0.0034972583812719962,9.731977394957916,0.06912731217959948
-106.5,76.000007823,train,0.0074398665254945835,16.856164891969637,0.1364257883616276
-85.5,76.000007823,train,0.029053835477295786,41.122695341536925,0.3815436277439267
-82.5,76.000007823,train,0.02836811858619031,40.73913738499995,0.3759237974444166
-79.5,76.000007823,train,0.028829713080187707,40.99732436591161,0.37971798759603054
94.5,76.000007823,train,0.026424517441839258,39.65204115761524,0.3594252290502474
97.5,76.000007823,train,0.027761599314577452,40.39991497776349,0.3708672253867831
103.5,76.000007823,train,0.02232689802707722,37.07774264597065,0.3216149962946861
106.5,76.000007823,train,0.026065577246568012,39.45128367927186,0.35628241299938684
112.5,76.000007823,train,Infinity,100.0,NaN
-124.5,73.000007823,train,0.005747583207231054,13.580364393345478,0.1087694640373533
-121.5,73.000007823,train,0.005920165838516241,13.82569369237636,0.1116707648695815
-118.5,73.000007823,train,0.0070299905165101114,15.588959717697731,0.12988605630342404
-115.5,73.000007823,train,0.007482536106192915,16.923794836591775,0.13710095300676833
-112.5,73.000007823,train,0.007707749542669414,17.28074618935304,0.14064710620444326
-106.5,73.000007823,train,0.008552412466227472,20.13650365092102,0.1536912467909532
-103.5,73.000007823,train,0.008518926276442358,20.10977858521113,0.15318166196860164
-88.5,73.000007823,train,0.0145518957972782,30.567288023095866,0.23605505324927212
-82.5,73.000007823,train,0.022264458892873578,37.03187686564183,0.32100429083267534
-79.5,73.000007823,train,0.02654789674707068,39.721035846434404,0.3604984408057993
-76.5,73.000007823,train,0.025324643565643446,39.03686626150467,0.34969640077295966
-73.5,73.000007823,train,0.019654232466577087,35.11874000854207,0.2944519082668297
67.5,73.000007823,train,0.008127325837463732,19.023292918624218,0.14717650667230744
70.5,73.000007823,train,0.007736405482481716,17.326166213299413,0.14109622618258605
73.5,73.000007823,train,0.00849236194756703,20.08857780246194,0.15277697565640758
76.5,73.000007823,train,0.009469546122650087,20.972287181537848,0.16741340870384827
79.5,73.000007823,train,0.010986255205914265,24.87032863520315,0.18915548163553558
82.5,73.000007823,train,0.01308668693532172,29.00437579552557,0.2174555090828164
85.5,73.000007823,train,0.02165181130031007,36.58188461840225,0.31495325631277016
88.5,73.000007823,train,0.027542940112989675,40.27761819832134,0.3690241016082175
91.5,73.000007823,train,0.06844931348324498,51.71413302665481,0.592411055943697
94.5,73.000007823,train,Infinity,100.0,NaN
97.5,73.000007823,train,Infinity,100.0,NaN
103.5,73.000007823,train,Infinity,100.0,NaN
109.5,73.000007823,train,Infinity,100.0,NaN
112.5,73.000007823,train,Infinity,100.0,NaN
118.5,73.000007823,train,Infinity,100.0,NaN
121.5,73.000007823,train,Infinity,100.0,NaN
133.5,73.000007823,train,Infinity,100.0,NaN
139.5,73.000007823,train,Infinity,100.0,NaN
148.5,73.000007823,train,Infinity,100.0,NaN
-166.5,70.000007823,train,0.007943133957241458,18.49816253711963,0.14432239167689823
-157.5,70.000007823,train,0.012513273888946975,27.308532476535753,0.2099275860580112
-151.5,70.000007823,train,Infinity,100.0,NaN
-148.5,70.000007823,train,Infinity,100.0,NaN
-145.5,70.000007823,train,0.02824020997377635,40.66760342491775,0.3748641937888171
-142.5,70.000007823,train,0.012087526818197527,26.739805609657306,0.20424389835114806
-133.5,70.000007823,train,Infinity,100.0,NaN
-130.5,70.000007823,train,0.018272533311626014,34.10943471761699,0.2795383019693056
-121.5,70.000007823,train,0.01908599136130837,34.70361649753562,0.28839388970523233
-118.5,70.000007823,train,0.024764350183125734,38.72345476120038,0.34462587958479574
-115.5,70.000007823,train,0.025711444359673628,39.25321495664091,0.35315131980692704
-112.5,70.000007823,train,0.007841431840051389,17.49263430707197,0.1427382819716875
-106.5,70.000007823,train,Infinity,100.0,NaN
-97.5,70.000007823,train,Infinity,100.0,NaN
-94.5,70.000007823,train,Infinity,100.0,NaN
-91.5,70.000007823,train,Infinity,100.0,NaN
-88.5,70.000007823,train,0.02587469275978958,39.34452080051798,0.3545984689260388
-82.5,70.000007823,train,0.023361167718980978,37.83753695533937,0.3315735287034965
-76.5,70.000007823,train,0.020994043706337426,36.09872750520394,0.30833536064379874
-73.5,70.000007823,train,0.01364662919154281,29.655142295520236,0.22466942136286958
-67.5,70.000007823,train,0.009044375810896933,20.529128212836138,0.16110775397068192
16.5,70.000007823,train,1.8609676100845394E-4,2.1018181916908376,0.003936023757484081
19.5,70.000007823,train,8.400103886268603E-4,3.7700365591596263,0.017524199247004366
22.5,70.000007823,train,0.003217497705100361,9.273989583109927,0.06395115887977795
25.5,70.000007823,train,0.002435743079411694,7.186194981879638,0.049177084790947616
34.5,70.000007823,train,0.003670344561839242,9.968402322461868,0.0723011983097924
37.5,70.000007823,train,0.0035076285006864186,9.746195530646347,0.0693180808203937
52.5,70.000007823,train,0.0033002216434840194,9.43458540928645,0.06548770780725095
58.5,70.000007823,train,0.013309627522794762,29.26350560281614,0.22034374729099168
64.5,70.000007823,train,0.012216066158955765,26.91152611557477,0.2059684866996275
67.5,70.000007823,train,0.010643370470379472,23.933118117577706,0.18434014685058522
70.5,70.000007823,train,0.010675810942283145,23.984523260866876,0.18479817593469128
73.5,70.000007823,train,0.012029412995691444,26.662164420392067,0.20346173452410707
76.5,70.000007823,train,0.020274442366066014,35.57178953396391,0.30094732293743165
82.5,70.000007823,train,0.03858542185172601,44.89269970033687,0.4503448594922742
85.5,70.000007823,train,0.11107518670680573,59.637493847116296,0.7022542066512907
88.5,70.000007823,train,Infinity,100.0,NaN
94.5,70.000007823,train,Infinity,100.0,NaN
97.5,70.000007823,train,Infinity,100.0,NaN
100.5,70.000007823,train,Infinity,100.0,NaN
103.5,70.000007823,train,Infinity,100.0,NaN
106.5,70.000007823,train,Infinity,100.0,NaN
109.5,70.000007823,train,Infinity,100.0,NaN
112.5,70.000007823,train,Infinity,100.0,NaN
115.5,70.000007823,train,Infinity,100.0,NaN
118.5,70.000007823,train,Infinity,100.0,NaN
124.5,70.000007823,train,Infinity,100.0,NaN
127.5,70.000007823,train,Infinity,100.0,NaN
136.5,70.000007823,train,Infinity,100.0,NaN
142.5,70.000007823,train,Infinity,100.0,NaN
145.5,70.000007823,train,Infinity,100.0,NaN
148.5,70.000007823,train,Infinity,100.0,NaN
151.5,70.000007823,train,Infinity,100.0,NaN
154.5,70.000007823,train,Infinity,100.0,NaN
157.5,70.000007823,train,Infinity,100.0,NaN
163.5,70.000007823,train,0.06955005223645042,51.96255351947171,0.596257354039712
169.5,70.000007823,train,Infinity,100.0,NaN
-178.5,67.000007823,train,0.011036637954320722,25.026543017622746,0.18985824986017782
