x,y,GuloGulo_PA1_RUN2 logistic values
-1.5,10.000007823,7.768306E-6
-1.5,19.000007823,1.0096137E-33
-1.5,22.000007823,6.415029E-33
-1.5,25.000007823,1.3265457E-32
-1.5,31.000007823,3.6130068E-33
-1.5,37.000007823,2.7492788E-5
-1.5,4.000007823,3.7225166E-6
-1.5,49.000007823,9.66526E-6
-1.5,52.000007823,1.0578238E-5
-1.5,61.000007823,4.7849153E-6
-1.5,7.000007823,5.00131E-6
-10.5,13.000007823,1.5442016E-5
-10.5,19.000007823,5.295792E-34
-10.5,22.000007823,1.1970232E-33
-10.5,28.000007823,3.0586831E-34
-10.5,4.000007823,4.1667818E-6
-10.5,40.000007823,6.5338545E-6
-10.5,52.000007823,5.842446E-6
-10.5,7.000007823,5.5124524E-6
-10.5,82.000007823,6.9E-44
-100.5,22.000007823,1.9347806E-5
-100.5,31.000007823,4.4385422E-4
-100.5,34.000007823,7.34883E-5
-100.5,37.000007823,0.0024105979
-100.5,43.000007823,0.008178379
-100.5,52.000007823,0.0528018
-103.5,19.000007823,1.1325362E-5
-103.5,22.000007823,2.3086086E-5
-103.5,28.000007823,6.0012466E-5
-103.5,46.000007823,0.016616775
-103.5,49.000007823,0.005246408
-106.5,34.000007823,0.0034094332
-106.5,43.000007823,0.0032838476
-106.5,79.000007823,3.0301334E-4
-109.5,-25.999992177,4.537283E-6
-109.5,10.000007823,0.0
-109.5,19.000007823,0.0
-109.5,25.000007823,2.6015941E-5
-109.5,28.000007823,5.3203108E-5
-109.5,34.000007823,0.00370626
-109.5,37.000007823,0.0
-109.5,79.000007823,1.3293485E-4
-112.5,28.000007823,0.0
-112.5,37.000007823,0.0011583156
-112.5,40.000007823,0.0033548474
-112.5,52.000007823,0.0017215472
-112.5,79.000007823,1.2890986E-4
-115.5,28.000007823,3.6219548E-34
-115.5,49.000007823,0.0034665735
-118.5,28.000007823,6.174479E-35
-118.5,40.000007823,0.0
-121.5,37.000007823,4.0875602E-5
-124.5,40.000007823,2.4791296E-5
-124.5,46.000007823,1.4155607E-5
-13.5,-37.999992177,4.2940073E-6
-13.5,13.000007823,1.5642261E-5
-130.5,52.000007823,6.7888827E-6
-133.5,52.000007823,3.0159295E-5
-145.5,58.000007823,1.991302E-4
-154.5,19.000007823,4.349477E-6
-157.5,22.000007823,4.401835E-6
-16.5,10.000007823,5.3370827E-6
-16.5,22.000007823,1.069802E-34
-16.5,25.000007823,8.245924E-35
-16.5,28.000007823,5.769257E-6
-16.5,34.000007823,4.669564E-6
-16.5,79.000007823,6.595237E-26
-160.5,4.000007823,3.3207698E-6
-166.5,55.000007823,3.8155588E-18
-169.5,-4.999992177,3.1203556E-6
-169.5,52.000007823,2.5875788E-5
-172.5,-19.999992177,3.6078059E-6
-172.5,52.000007823,2.3951734E-5
-172.5,61.000007823,0.0013940431
-175.5,-22.999992177,4.106172E-6
-175.5,-43.999992177,4.6760388E-6
-175.5,52.000007823,2.4069197E-5
-178.5,-13.999992177,3.2639339E-6
-178.5,52.000007823,2.3434868E-5
-19.5,64.000007823,3.9398805E-5
-19.5,76.000007823,2.1996E-41
-19.5,82.000007823,5.338778E-23
-22.5,16.000007823,0.0
-22.5,67.000007823,4.4756114E-5
-22.5,79.000007823,2.480896E-28
-25.5,16.000007823,0.0
-25.5,37.000007823,5.3787035E-6
-25.5,70.000007823,2.7809173E-4
-25.5,73.000007823,0.31997025
-28.5,37.000007823,5.160444E-6
-28.5,67.000007823,1.8517103E-5
-28.5,70.000007823,0.0019459886
-28.5,82.000007823,1.4709481E-25
-31.5,67.000007823,1.8221403E-5
-31.5,76.000007823,0.060450464
-34.5,-10.999992177,3.7091067E-6
-34.5,-55.999992177,3.138396E-5
-34.5,-7.999992177,4.160062E-6
-34.5,67.000007823,1.7541033E-4
-34.5,73.000007823,0.03311335
-34.5,76.000007823,0.061845604
-34.5,79.000007823,0.27967754
-37.5,-10.999992177,4.759318E-6
-37.5,-16.999992177,4.0692717E-6
-37.5,-55.999992177,3.1656404E-5
-37.5,70.000007823,1.7513009E-4
-37.5,76.000007823,0.10028656
-4.5,13.000007823,1.839723E-5
-4.5,25.000007823,7.651677E-32
-4.5,28.000007823,8.898391E-33
-4.5,31.000007823,0.0
-4.5,34.000007823,5.698061E-5
-4.5,43.000007823,2.263978E-5
-4.5,52.000007823,7.572916E-6
-4.5,7.000007823,5.072185E-6
-40.5,-10.999992177,5.7516027E-6
-40.5,-13.999992177,4.8439574E-6
-40.5,-19.999992177,6.3735793E-6
-40.5,-22.999992177,5.7012508E-6
-40.5,-4.999992177,4.9586774E-6
-40.5,64.000007823,1.493541E-4
-40.5,73.000007823,1.1495692E-4
-40.5,76.000007823,5.967778E-4
-40.5,82.000007823,0.0
-43.5,-16.999992177,8.155037E-6
-43.5,-19.999992177,8.3298155E-6
-43.5,-7.999992177,6.309243E-6
-43.5,61.000007823,1.0559728E-4
-43.5,64.000007823,0.07307834
-43.5,67.000007823,0.44235742
-43.5,79.000007823,0.076300845
-46.5,-10.999992177,7.836349E-6
-46.5,-13.999992177,6.364244E-6
-46.5,-22.999992177,7.459948E-6
-46.5,-25.999992177,6.8328845E-6
-46.5,-7.999992177,6.405072E-6
-46.5,67.000007823,0.089837775
-49.5,-10.999992177,6.8266877E-6
-49.5,-13.999992177,6.016536E-6
-49.5,-16.999992177,6.8494064E-6
-49.5,-4.999992177,4.5784695E-6
-49.5,61.000007823,1.0782642E-4
-49.5,64.000007823,2.5495436E-4
-49.5,70.000007823,0.13836789
-49.5,73.000007823,2.429143E-4
-49.5,76.000007823,7.092286E-4
-49.5,79.000007823,0.082465485
-52.5,-1.999992177,4.036291E-6
-52.5,-16.999992177,7.877105E-6
-52.5,-4.999992177,4.779944E-6
-52.5,-7.999992177,7.2904795E-6
-52.5,1.000007823,4.0806735E-6
-52.5,4.000007823,4.2562237E-6
-52.5,46.000007823,1.3433755E-4
-52.5,49.000007823,2.3652545E-4
-52.5,70.000007823,0.015619764
-52.5,73.000007823,4.178107E-4
-52.5,76.000007823,6.712347E-4
-52.5,79.000007823,0.0858701
-52.5,82.000007823,0.0
-55.5,-16.999992177,8.032682E-6
-55.5,-25.999992177,1.2781581E-5
-55.5,-7.999992177,8.206353E-6
-55.5,1.000007823,4.474874E-6
-55.5,70.000007823,0.0019635737
-55.5,73.000007823,0.0
-55.5,79.000007823,0.09328999
-55.5,82.000007823,6.0E-44
-58.5,-1.999992177,3.922918E-6
-58.5,-13.999992177,8.518663E-6
-58.5,-28.999992177,1.7474758E-5
-58.5,-52.999992177,2.0655367E-5
-58.5,7.000007823,3.6205136E-6
-58.5,76.000007823,0.0
-58.5,79.000007823,0.0015824203
-61.5,-13.999992177,8.163103E-6
-61.5,-22.999992177,1.8614997E-5
-61.5,-28.999992177,3.1529245E-5
-61.5,-34.999992177,3.3814533E-5
-61.5,-4.999992177,4.0652153E-6
-61.5,-40.999992177,2.520891E-5
-61.5,-7.999992177,5.6711247E-6
-61.5,10.000007823,3.9210545E-6
-61.5,16.000007823,3.7497223E-6
-61.5,46.000007823,3.8787784E-5
-61.5,49.000007823,3.600632E-4
-61.5,76.000007823,0.0
-64.5,-10.999992177,6.052116E-6
-64.5,-25.999992177,2.6501306E-5
-64.5,-34.999992177,6.183839E-5
-64.5,-37.999992177,6.43385E-5
-64.5,-4.999992177,4.062788E-6
-64.5,-40.999992177,0.0
-64.5,-43.999992177,0.0
-64.5,-55.999992177,2.4524423E-5
-64.5,-7.999992177,4.931019E-6
-64.5,10.000007823,4.495674E-6
-64.5,19.000007823,3.80569E-6
-64.5,31.000007823,5.8954474E-6
-64.5,49.000007823,5.8294844E-4
-67.5,-1.999992177,3.8722355E-6
-67.5,-13.999992177,5.8645837E-6
-67.5,-37.999992177,0.0
-67.5,-40.999992177,0.0
-67.5,-46.999992177,0.0
-67.5,-7.999992177,5.0123776E-6
-67.5,10.000007823,5.1380075E-6
-67.5,43.000007823,1.8084061E-4
-67.5,46.000007823,0.0038746435
-7.5,10.000007823,1.1351949E-5
-7.5,22.000007823,6.9405624E-33
-7.5,4.000007823,3.9590122E-6
-7.5,43.000007823,1.3496221E-5
-7.5,61.000007823,4.2940073E-6
-7.5,7.000007823,5.961305E-6
-7.5,70.000007823,3.7211004E-5
-70.5,-1.999992177,3.864301E-6
-70.5,-22.999992177,1.1803153E-34
-70.5,-28.999992177,1.2454576E-34
-70.5,-31.999992177,0.0
-70.5,-34.999992177,2.7374335E-5
-70.5,-43.999992177,6.953722E-5
-70.5,-55.999992177,2.0524823E-5
-70.5,1.000007823,4.090503E-6
-70.5,10.000007823,4.43977E-6
-70.5,19.000007823,5.474465E-6
-70.5,22.000007823,4.1463627E-6
-70.5,46.000007823,7.8045874E-4
-73.5,-1.999992177,4.025961E-6
-73.5,-13.999992177,1.1916786E-5
-73.5,-4.999992177,4.353228E-6
-73.5,-40.999992177,6.789742E-6
-73.5,-46.999992177,2.3811996E-5
-73.5,-49.999992177,2.6788144E-5
-73.5,-7.999992177,5.042118E-6
-73.5,22.000007823,4.394935E-6
-73.5,25.000007823,4.5008346E-6
-73.5,4.000007823,4.368298E-6
-73.5,76.000007823,5.317E-42
-76.5,-10.999992177,7.079233E-6
-76.5,-4.999992177,4.3077343E-6
-76.5,-7.999992177,6.1627134E-6
-76.5,10.000007823,4.0164723E-6
-76.5,22.000007823,5.5798664E-6
-76.5,28.000007823,6.2983318E-6
-76.5,49.000007823,0.028409103
-76.5,67.000007823,0.0
-76.5,7.000007823,3.974643E-6
-79.5,-4.999992177,5.385701E-6
-79.5,25.000007823,7.0096644E-6
-79.5,28.000007823,1.0429939E-5
-79.5,37.000007823,0.0016125962
-79.5,43.000007823,2.7932206E-4
-79.5,64.000007823,6.1107126E-27
-79.5,7.000007823,4.197828E-6
-82.5,-4.999992177,1.0056828E-34
-82.5,10.000007823,4.2882184E-6
-82.5,31.000007823,4.0979416E-5
-82.5,37.000007823,0.0016305242
-82.5,40.000007823,3.0423506E-4
-82.5,46.000007823,0.0035939175
-82.5,55.000007823,0.35764378
-85.5,13.000007823,4.971798E-6
-85.5,22.000007823,5.4653983E-6
-85.5,31.000007823,4.562658E-5
-85.5,37.000007823,1.450516E-4
-85.5,43.000007823,3.887781E-4
-85.5,46.000007823,7.2251906E-4
-85.5,52.000007823,0.108462535
-88.5,13.000007823,6.2947033E-6
-88.5,28.000007823,1.816686E-5
-88.5,31.000007823,4.7398637E-5
-88.5,34.000007823,3.3298312E-4
-88.5,40.000007823,0.0018402598
-88.5,46.000007823,0.0065293103
-88.5,49.000007823,1.9015557E-4
-91.5,13.000007823,5.140466E-6
-91.5,16.000007823,6.581698E-6
-91.5,40.000007823,0.00249033
-91.5,49.000007823,0.041620236
-91.5,61.000007823,0.7154089
-91.5,73.000007823,7.38E-43
-91.5,79.000007823,0.29280198
-94.5,16.000007823,7.1725094E-6
-94.5,19.000007823,6.6953257E-6
-94.5,28.000007823,2.6554379E-5
-94.5,37.000007823,3.0243344E-4
-94.5,40.000007823,0.0032453688
-94.5,46.000007823,2.4445055E-4
-97.5,19.000007823,1.0975149E-5
-97.5,22.000007823,1.0010365E-5
-97.5,31.000007823,1.00486315E-4
-97.5,34.000007823,5.2548483E-5
-97.5,37.000007823,0.0016262034
-97.5,40.000007823,0.0046357317
-97.5,52.000007823,0.2283481
-97.5,76.000007823,7.38E-43
1.5,13.000007823,1.6988399E-5
1.5,19.000007823,6.6463833E-34
1.5,28.000007823,4.2393517E-33
1.5,37.000007823,2.5942029E-5
1.5,43.000007823,2.0784546E-5
10.5,-16.999992177,6.362721E-35
10.5,16.000007823,4.7007927E-34
10.5,4.000007823,4.1313506E-6
10.5,43.000007823,1.836316E-5
10.5,58.000007823,9.695482E-4
100.5,16.000007823,1.0119051E-5
100.5,19.000007823,1.4506805E-5
100.5,28.000007823,1.0845312E-4
100.5,31.000007823,5.308548E-4
100.5,79.000007823,2.2780866E-25
103.5,-1.999992177,3.7322989E-6
103.5,-4.999992177,3.9004162E-6
103.5,1.000007823,3.7246245E-6
103.5,22.000007823,9.625352E-6
103.5,25.000007823,1.5339985E-5
103.5,34.000007823,0.0026937174
103.5,37.000007823,0.0039859843
103.5,4.000007823,3.907538E-6
103.5,7.000007823,3.764676E-6
106.5,-10.999992177,3.1469363E-6
106.5,22.000007823,1.1037619E-5
106.5,37.000007823,0.0026324254
106.5,4.000007823,3.5547287E-6
106.5,43.000007823,0.0
106.5,46.000007823,0.0
106.5,79.000007823,2.4197505E-25
109.5,-4.999992177,4.3607506E-6
109.5,4.000007823,3.4455559E-6
109.5,40.000007823,0.002723509
109.5,43.000007823,0.0
109.5,46.000007823,3.300575E-21
112.5,-1.999992177,3.6293516E-6
112.5,19.000007823,7.2069265E-6
112.5,25.000007823,3.357891E-5
112.5,4.000007823,3.547819E-6
115.5,-19.999992177,1.7997518E-5
115.5,-25.999992177,0.0
115.5,-28.999992177,3.7588634E-5
115.5,-31.999992177,2.216506E-5
115.5,1.000007823,3.3723866E-6
115.5,25.000007823,2.76115E-5
115.5,43.000007823,0.0014710267
115.5,46.000007823,0.8143465
118.5,1.000007823,3.4042787E-6
118.5,10.000007823,3.7227983E-6
118.5,16.000007823,4.3494783E-6
118.5,28.000007823,4.3592536E-5
118.5,31.000007823,4.9467064E-5
118.5,40.000007823,0.004139835
118.5,43.000007823,0.0035650292
118.5,7.000007823,3.5994005E-6
121.5,-1.999992177,3.7778805E-6
121.5,-16.999992177,9.8322025E-6
121.5,-19.999992177,2.6261685E-5
121.5,-25.999992177,0.0
121.5,16.000007823,4.6928344E-6
121.5,31.000007823,3.1441654E-5
121.5,40.000007823,0.024008177
121.5,43.000007823,0.0039435197
124.5,-1.999992177,3.7079362E-6
124.5,-13.999992177,5.8734677E-6
124.5,-22.999992177,0.0
124.5,-28.999992177,0.0
124.5,-34.999992177,1.0285182E-5
124.5,4.000007823,3.7326556E-6
124.5,40.000007823,0.062883735
127.5,-1.999992177,3.4102998E-6
127.5,-16.999992177,1.9983241E-5
127.5,-22.999992177,0.0
127.5,-7.999992177,4.191578E-6
127.5,10.000007823,3.6556364E-6
127.5,25.000007823,7.5983207E-6
127.5,4.000007823,3.6974745E-6
13.5,-1.999992177,4.5149413E-6
13.5,-10.999992177,5.358911E-6
13.5,-13.999992177,7.627443E-6
13.5,-22.999992177,1.0109574E-34
13.5,13.000007823,2.7088225E-5
13.5,16.000007823,5.488061E-34
13.5,22.000007823,4.532685E-33
13.5,25.000007823,5.5166982E-33
13.5,31.000007823,9.861736E-34
13.5,4.000007823,4.5899264E-6
13.5,43.000007823,2.4644234E-5
13.5,49.000007823,2.3280579E-4
13.5,52.000007823,1.10160654E-4
13.5,7.000007823,7.5141984E-6
13.5,79.000007823,0.061816998
130.5,-1.999992177,3.2536454E-6
130.5,-7.999992177,3.7768596E-6
130.5,25.000007823,6.820513E-6
130.5,28.000007823,9.850298E-6
130.5,40.000007823,3.0967745E-4
130.5,43.000007823,0.009895148
133.5,-16.999992177,2.8834225E-5
133.5,-19.999992177,3.5093293E-5
133.5,-25.999992177,0.0
133.5,-28.999992177,0.0
133.5,-34.999992177,8.280053E-6
133.5,-4.999992177,3.5114815E-6
133.5,37.000007823,4.3798485E-5
133.5,7.000007823,3.334835E-6
136.5,-10.999992177,5.06841E-6
136.5,-13.999992177,7.785881E-6
136.5,-19.999992177,4.2845484E-5
136.5,-22.999992177,0.0
136.5,-28.999992177,0.0
136.5,-31.999992177,0.0
136.5,34.000007823,5.007044E-5
136.5,76.000007823,9.1611105E-23
139.5,-22.999992177,0.0
139.5,-34.999992177,1.9199786E-5
139.5,-4.999992177,3.8308426E-6
139.5,-7.999992177,4.021316E-6
139.5,34.000007823,3.550283E-5
142.5,-25.999992177,0.0
142.5,-28.999992177,0.0
142.5,-31.999992177,0.0
142.5,-37.999992177,1.3151179E-5
142.5,-4.999992177,3.9522647E-6
142.5,-40.999992177,4.93581E-6
142.5,-7.999992177,4.00671E-6
142.5,37.000007823,4.8955248E-5
142.5,43.000007823,0.0020458791
142.5,76.000007823,2.482629E-10
145.5,-13.999992177,5.674982E-6
145.5,-22.999992177,3.8889302E-5
145.5,-43.999992177,5.674957E-6
145.5,-7.999992177,4.2791316E-6
145.5,13.000007823,3.2180099E-6
145.5,19.000007823,3.4267875E-6
148.5,-31.999992177,4.298033E-5
148.5,-37.999992177,1.2703972E-5
148.5,-4.999992177,3.5651694E-6
148.5,-40.999992177,7.754387E-6
148.5,-7.999992177,4.1324543E-6
148.5,7.000007823,3.1887748E-6
151.5,-10.999992177,3.589358E-6
151.5,-22.999992177,1.1167759E-5
151.5,-28.999992177,2.8447077E-5
151.5,7.000007823,3.1469385E-6
151.5,76.000007823,0.4596975
154.5,-1.999992177,3.1887748E-6
154.5,-10.999992177,3.4298916E-6
154.5,-4.999992177,3.287856E-6
154.5,-7.999992177,3.3794768E-6
154.5,4.000007823,3.218008E-6
157.5,-7.999992177,3.3224464E-6
16.5,-13.999992177,1.8737332E-5
16.5,-25.999992177,0.0
16.5,-28.999992177,1.5399805E-34
16.5,-4.999992177,5.332946E-6
16.5,1.000007823,4.388246E-6
16.5,22.000007823,1.2835353E-33
16.5,25.000007823,5.0481153E-33
16.5,40.000007823,1.6410619E-5
16.5,43.000007823,2.501314E-5
16.5,55.000007823,0.0015535234
16.5,79.000007823,0.0
160.5,7.000007823,3.218008E-6
163.5,-10.999992177,3.4550671E-6
163.5,-19.999992177,4.6119535E-6
163.5,4.000007823,3.1401953E-6
166.5,-19.999992177,4.8748843E-6
166.5,10.000007823,2.9970488E-6
169.5,-10.999992177,3.2483442E-6
169.5,-13.999992177,3.5138476E-6
169.5,-16.999992177,3.8435687E-6
169.5,-46.999992177,8.79042E-6
172.5,-34.999992177,6.3229118E-6
172.5,-40.999992177,8.233413E-6
172.5,-43.999992177,9.361498E-6
172.5,1.000007823,3.0352098E-6
172.5,52.000007823,2.3643195E-5
175.5,-34.999992177,6.8889367E-6
175.5,-37.999992177,8.693876E-6
178.5,-16.999992177,3.6920774E-6
178.5,-19.999992177,3.8823932E-6
178.5,52.000007823,2.2196873E-5
19.5,-1.999992177,3.959879E-6
19.5,-13.999992177,2.2562164E-5
19.5,-28.999992177,0.0
19.5,-34.999992177,1.1275452E-5
19.5,-4.999992177,4.622516E-6
19.5,1.000007823,4.34013E-6
19.5,13.000007823,2.112387E-5
19.5,22.000007823,1.0366714E-33
19.5,25.000007823,4.403396E-33
19.5,37.000007823,2.0962761E-5
19.5,52.000007823,3.5839182E-4
19.5,61.000007823,0.0017297138
19.5,7.000007823,1.3508384E-5
22.5,-28.999992177,0.0
22.5,-31.999992177,0.0
22.5,28.000007823,1.331036E-33
22.5,37.000007823,2.1178177E-5
22.5,46.000007823,3.5585716E-4
22.5,49.000007823,3.8218274E-4
22.5,79.000007823,0.054087844
25.5,-1.999992177,4.2223182E-6
25.5,-10.999992177,1.4436083E-5
25.5,-13.999992177,2.5183452E-5
25.5,-16.999992177,3.4326124E-5
25.5,-31.999992177,3.3679837E-5
25.5,-4.999992177,5.151352E-6
25.5,19.000007823,7.9728575E-34
25.5,34.000007823,9.945904E-6
25.5,43.000007823,3.04146E-4
25.5,52.000007823,3.3217053E-5
25.5,55.000007823,1.7171382E-6
28.5,-1.999992177,4.5311667E-6
28.5,-13.999992177,1.9424762E-5
28.5,-19.999992177,2.39116E-5
28.5,-22.999992177,2.5349778E-5
28.5,-25.999992177,2.8778544E-5
28.5,-4.999992177,5.286501E-6
28.5,19.000007823,1.0319042E-33
28.5,22.000007823,4.3247212E-33
28.5,4.000007823,6.001386E-6
28.5,46.000007823,3.389576E-5
28.5,49.000007823,4.039563E-5
28.5,58.000007823,3.2808396E-4
28.5,7.000007823,8.622688E-6
28.5,79.000007823,1.4515675E-4
31.5,-13.999992177,1.5493397E-5
31.5,-19.999992177,1.5359075E-5
31.5,-22.999992177,1.487307E-5
31.5,-25.999992177,1.1799077E-5
31.5,-28.999992177,9.744038E-6
31.5,-31.999992177,5.5421574E-6
31.5,16.000007823,0.0
31.5,22.000007823,8.924366E-34
31.5,31.000007823,3.4319623E-34
31.5,4.000007823,7.059278E-6
31.5,49.000007823,0.0013133615
31.5,58.000007823,0.0024796224
31.5,7.000007823,7.696182E-6
34.5,-16.999992177,1.1300816E-5
34.5,-19.999992177,9.312551E-6
34.5,-25.999992177,8.437819E-6
34.5,1.000007823,6.278399E-6
34.5,16.000007823,0.0
34.5,19.000007823,4.0786114E-34
34.5,28.000007823,3.6509821E-34
34.5,37.000007823,6.464618E-5
34.5,40.000007823,3.2543868E-4
34.5,43.000007823,1.15097726E-4
34.5,49.000007823,0.0017595444
34.5,55.000007823,0.0027954713
34.5,7.000007823,7.0268547E-6
34.5,79.000007823,0.009002919
37.5,-10.999992177,6.1139267E-6
37.5,-46.999992177,3.6186907E-6
37.5,28.000007823,9.969514E-34
37.5,34.000007823,0.0
37.5,37.000007823,3.539621E-5
37.5,40.000007823,6.5873016E-4
37.5,46.000007823,2.063047E-4
37.5,49.000007823,0.0019979703
37.5,55.000007823,0.0035976307
37.5,58.000007823,0.0044921604
4.5,25.000007823,6.255137E-33
4.5,46.000007823,1.0439649E-4
4.5,52.000007823,1.2044796E-5
4.5,61.000007823,2.8521574E-5
40.5,-13.999992177,6.067062E-6
40.5,-22.999992177,5.4550765E-6
40.5,-4.999992177,4.685155E-6
40.5,10.000007823,1.034515E-5
40.5,13.000007823,1.04731125E-5
40.5,16.000007823,8.43652E-6
40.5,19.000007823,0.0
40.5,22.000007823,4.0380017E-34
40.5,25.000007823,1.2423502E-33
40.5,40.000007823,2.6591678E-4
43.5,-10.999992177,3.9802107E-6
43.5,-19.999992177,9.999492E-6
43.5,10.000007823,9.957281E-6
43.5,13.000007823,0.0
43.5,37.000007823,2.6782457E-4
43.5,4.000007823,7.790906E-6
