species,X,Y,bio3,bio4,bio7,bio11,bio12
GuloGulo_PA1_RUN2,-91.5,82.000007823,12.230770111084,15473.69140625,478.615356445312,-385.307708740234,87.5384902954102
GuloGulo_PA1_RUN2,-88.5,82.000007823,11.6470603942871,15987.763671875,487.294097900391,-391.352905273438,95.6469573974609
GuloGulo_PA1_RUN2,-82.5,82.000007823,11.1111106872559,15788.0380859375,478.851867675781,-396.111114501953,131.666580200195
GuloGulo_PA1_RUN2,-70.5,82.000007823,12.7999982833862,13496.0009765625,416.933349609375,-353.733337402344,187.566589355469
GuloGulo_PA1_RUN2,-67.5,82.000007823,13.79310131073,13105.552734375,412.103454589844,-332.586273193359,159.6552734375
GuloGulo_PA1_RUN2,-64.5,82.000007823,14.5925951004028,13011.1484375,417.074066162109,-324.148132324219,156.296234130859
GuloGulo_PA1_RUN2,-85.5,79.000007823,12.1764755249023,15548.3525390625,478.794128417969,-367.088165283203,103.82332611084
GuloGulo_PA1_RUN2,-82.5,79.000007823,12.3333387374878,15156.1396484375,469.611114501953,-362.833312988281,121.805450439453
GuloGulo_PA1_RUN2,-79.5,79.000007823,11.5277767181396,14865.2236328125,458.388916015625,-379.583374023438,198.94450378418
GuloGulo_PA1_RUN2,-76.5,79.000007823,12.5142869949341,14261.5439453125,442.942901611328,-358.657165527344,180
GuloGulo_PA1_RUN2,-70.5,79.000007823,14.9600019454956,12438.041015625,391.120025634766,-301.439971923828,145.159866333008
GuloGulo_PA1_RUN2,-115.5,76.000007823,11.6785717010498,14190.0888671875,447.928558349609,-350.160705566406,93.0714416503906
GuloGulo_PA1_RUN2,-112.5,76.000007823,12.0769214630127,14208.615234375,449.115386962891,-348.384613037109,81.884635925293
GuloGulo_PA1_RUN2,-106.5,76.000007823,12.7857151031494,13986.357421875,442.964294433594,-338.785736083984,62.2142868041992
GuloGulo_PA1_RUN2,-85.5,76.000007823,12.96875,14353.46875,454.375,-340.21875,151.531219482422
GuloGulo_PA1_RUN2,-79.5,76.000007823,13.3333282470703,14305.646484375,454.583343505859,-340.625,166.5625
GuloGulo_PA1_RUN2,91.5,76.000007823,17,13364.060546875,452.249938964844,-295.937408447266,243.812423706055
GuloGulo_PA1_RUN2,97.5,76.000007823,17.1153888702393,13738.615234375,466.692291259766,-304.346160888672,243.192321777344
GuloGulo_PA1_RUN2,106.5,76.000007823,17.4285869598389,13638.052734375,458.942718505859,-312.714172363281,244.514297485352
GuloGulo_PA1_RUN2,109.5,76.000007823,16.1000099182129,14669.794921875,490.799865722656,-333.233306884766,235.366882324219
GuloGulo_PA1_RUN2,-124.5,73.000007823,12.6785707473755,13255.5361328125,420.25,-300.5,114.678535461426
GuloGulo_PA1_RUN2,-121.5,73.000007823,12.7777767181396,13253.8330078125,425.708312988281,-307.777770996094,125.513877868652
GuloGulo_PA1_RUN2,-118.5,73.000007823,12.5454568862915,13690.5146484375,442.51513671875,-318.030303955078,129.242431640625
GuloGulo_PA1_RUN2,-112.5,73.000007823,12.8260869979858,14028.478515625,447.739135742188,-329.913055419922,102.521743774414
GuloGulo_PA1_RUN2,-109.5,73.000007823,12.9375009536743,14259.25,455.249969482422,-329.25,90.6875076293945
GuloGulo_PA1_RUN2,-106.5,73.000007823,13,14296.2587890625,456.962951660156,-328.777770996094,80.814811706543
GuloGulo_PA1_RUN2,-103.5,73.000007823,13.3999996185303,14255.599609375,457.600006103516,-330,82.3999786376953
GuloGulo_PA1_RUN2,-94.5,73.000007823,14.615385055542,14002.4609375,458.269226074219,-327.192291259766,138.807632446289
GuloGulo_PA1_RUN2,-88.5,73.000007823,14.3076915740967,13824.0009765625,449.923095703125,-315.076904296875,146.615310668945
GuloGulo_PA1_RUN2,-85.5,73.000007823,14.7000007629395,13293.8681640625,435.800018310547,-301.600006103516,160.499877929688
GuloGulo_PA1_RUN2,-76.5,73.000007823,13.8947343826294,13816.94921875,447.947418212891,-326.894805908203,228.421173095703
GuloGulo_PA1_RUN2,-73.5,73.000007823,14.9999933242798,13027.001953125,428.000030517578,-295.800140380859,195.400314331055
GuloGulo_PA1_RUN2,67.5,73.000007823,19,11104.9990234375,385.333312988281,-224,227.666610717773
GuloGulo_PA1_RUN2,73.5,73.000007823,17.5,11447.3974609375,383.099914550781,-243.999923706055,271.899780273438
GuloGulo_PA1_RUN2,76.5,73.000007823,16.4545459747314,11849.1796875,392.363586425781,-249.363616943359,313.908966064453
GuloGulo_PA1_RUN2,82.5,73.000007823,16,12614.330078125,417.958190917969,-263.249969482422,351.416748046875
GuloGulo_PA1_RUN2,85.5,73.000007823,16.2571411132812,13147.99609375,441.885559082031,-270.999969482422,305.000091552734
GuloGulo_PA1_RUN2,88.5,73.000007823,16.6944446563721,13705.69140625,466.416534423828,-280.694396972656,297.416625976562
GuloGulo_PA1_RUN2,94.5,73.000007823,17,14551.8310546875,500.555450439453,-302.249938964844,301.944396972656
GuloGulo_PA1_RUN2,97.5,73.000007823,17,14951.275390625,514.305480957031,-309.97216796875,288.249938964844
GuloGulo_PA1_RUN2,100.5,73.000007823,16.6944408416748,15322.8310546875,526.111022949219,-313.555511474609,273.555541992188
GuloGulo_PA1_RUN2,103.5,73.000007823,16.3888835906982,15463.6943359375,529.277770996094,-316.638854980469,267.194458007812
GuloGulo_PA1_RUN2,106.5,73.000007823,16.294116973877,15523.8515625,528.588195800781,-321.235260009766,252.500061035156
GuloGulo_PA1_RUN2,109.5,73.000007823,15.5000085830688,16073.1435546875,542.382263183594,-328.2646484375,234.941253662109
GuloGulo_PA1_RUN2,115.5,73.000007823,14.0000038146973,17438.3828125,576.884582519531,-353.269165039062,202.961563110352
GuloGulo_PA1_RUN2,118.5,73.000007823,14,17767.65234375,584.0869140625,-361.130432128906,195.130447387695
GuloGulo_PA1_RUN2,121.5,73.000007823,14,17974.720703125,588,-366.722198486328,222.333129882812
GuloGulo_PA1_RUN2,124.5,73.000007823,14.517237663269,17965.89453125,585.551696777344,-370.137878417969,252.275634765625
GuloGulo_PA1_RUN2,127.5,73.000007823,15.2083301544189,18298.58203125,593.833312988281,-376.625,251.292007446289
GuloGulo_PA1_RUN2,130.5,73.000007823,16,18460.103515625,597.800048828125,-379,209.90022277832
GuloGulo_PA1_RUN2,133.5,73.000007823,17,18630.34375,601.666931152344,-383.000183105469,201.666793823242
GuloGulo_PA1_RUN2,139.5,73.000007823,20.4285717010498,14729.431640625,486.214385986328,-324.642913818359,128.785705566406
GuloGulo_PA1_RUN2,142.5,73.000007823,20.5000076293945,13955.0927734375,462.321563720703,-312.357238769531,124.964294433594
GuloGulo_PA1_RUN2,148.5,73.000007823,15.8181734085083,15634.9951171875,504.908935546875,-326.545379638672,169.000015258789
GuloGulo_PA1_RUN2,-178.5,70.000007823,16.9166679382324,11046.1669921875,363.25,-253.83332824707,203.999969482422
GuloGulo_PA1_RUN2,-166.5,70.000007823,16,11263,375,-223.333343505859,219.999984741211
GuloGulo_PA1_RUN2,-163.5,70.000007823,15.9166669845581,11767.9169921875,386.75,-228.583343505859,184.499984741211
GuloGulo_PA1_RUN2,-160.5,70.000007823,16.1153831481934,12106.73046875,395.115386962891,-243.038452148438,170.230728149414
GuloGulo_PA1_RUN2,-157.5,70.000007823,16.6874980926514,12522.0615234375,412.374969482422,-259,164.937454223633
GuloGulo_PA1_RUN2,-148.5,70.000007823,20.3333320617676,14585.6669921875,510.750030517578,-288.083343505859,178.791641235352
GuloGulo_PA1_RUN2,-145.5,70.000007823,18.7999992370605,13803.400390625,467.5,-295.849975585938,152.75
GuloGulo_PA1_RUN2,-139.5,70.000007823,18.3333320617676,13663.6650390625,465.666625976562,-277.083343505859,183.499938964844
GuloGulo_PA1_RUN2,-136.5,70.000007823,16.5555572509766,14223.5546875,472.777740478516,-260.666656494141,208.111083984375
GuloGulo_PA1_RUN2,-127.5,70.000007823,15.3684206008911,14051.89453125,454.684204101562,-278.578948974609,151.578887939453
GuloGulo_PA1_RUN2,-118.5,70.000007823,15.5333299636841,13589.265625,451.466644287109,-286.199981689453,179
GuloGulo_PA1_RUN2,-115.5,70.000007823,15.5294132232666,13810.2060546875,450.823547363281,-301.058837890625,162.588256835938
GuloGulo_PA1_RUN2,-112.5,70.000007823,14.2000007629395,14030.9130859375,450.628540039062,-312.028564453125,121.885749816895
GuloGulo_PA1_RUN2,-103.5,70.000007823,13.7999992370605,14726.3671875,475.133331298828,-325.299987792969,112.666687011719
GuloGulo_PA1_RUN2,-100.5,70.000007823,14.7499961853027,14611.25,474.75,-328.625,104.624992370605
GuloGulo_PA1_RUN2,-97.5,70.000007823,15.6190462112427,15022.189453125,496.714263916016,-338.476165771484,122.809455871582
GuloGulo_PA1_RUN2,-94.5,70.000007823,14.4285726547241,15027.427734375,492.414276123047,-340.214294433594,147.85710144043
GuloGulo_PA1_RUN2,-91.5,70.000007823,14.3181781768799,14768.615234375,485.500030517578,-325.95458984375,163.477264404297
GuloGulo_PA1_RUN2,-82.5,70.000007823,14.8611087799072,13373.388671875,448.194427490234,-302.055541992188,227.194366455078
GuloGulo_PA1_RUN2,-67.5,70.000007823,16.7333354949951,11655.7353515625,389.333404541016,-265.933441162109,247.400268554688
GuloGulo_PA1_RUN2,16.5,70.000007823,27.4000072479248,5297.994140625,207.499771118164,-36.3997917175293,1098.80187988281
