background,x,y,bio3,bio4,bio7,bio11,bio12
background,-1.5,10.000007823,64.6388778686523,1644.00061035156,180.583374023438,257.805541992188,1035.08276367188
background,-1.5,19.000007823,50.4166526794434,5342.64453125,321.472473144531,211.777694702148,70.6387100219727
background,-1.5,22.000007823,45.4444427490234,6862.58642578125,354.000152587891,191.861068725586,22.444393157959
background,-1.5,25.000007823,40.9722213745117,7912.19677734375,384.611236572266,170.638824462891,7.41666030883789
background,-1.5,31.000007823,36.9444465637207,8256.5263671875,389.611083984375,107.749946594238,93.7780532836914
background,-1.5,37.000007823,38.1111068725586,5641.39599609375,268.222564697266,91.0552444458008,380.834411621094
background,-1.5,4.000007823,71.0000839233398,983.140930175781,98.5714492797852,247.428573608398,1579.29150390625
background,-1.5,49.000007823,37.2307586669922,4584.03564453125,198.519058227539,52.3269577026367,780.269775390625
background,-1.5,52.000007823,35.5277633666992,4712.83251953125,205.47216796875,36.555549621582,726.611938476562
background,-1.5,61.000007823,32.600025177002,3230.79907226562,132.399963378906,29.6000843048096,1195.19897460938
background,-1.5,7.000007823,70.4166641235352,1123.52819824219,137.500061035156,248.888854980469,1348.58325195312
background,-10.5,13.000007823,58.9444389343262,2246.58325195312,232.361038208008,250.388885498047,1026.66613769531
background,-10.5,19.000007823,49.4999961853027,4937.86181640625,288.555572509766,213.999969482422,91.4722213745117
background,-10.5,22.000007823,47.694450378418,5883.8037109375,329.611053466797,193.027770996094,37.666690826416
background,-10.5,28.000007823,48.0000381469727,4456.759765625,257.257415771484,143.258148193359,76.0646514892578
background,-10.5,4.000007823,83.0000762939453,566.002380371094,115,246,3837.99047851562
background,-10.5,40.000007823,41.0000267028809,3420.48486328125,164.999237060547,110.5,739.499816894531
background,-10.5,52.000007823,40.7272796630859,3329.45092773438,154.090789794922,57.5456237792969,1314.7275390625
background,-10.5,7.000007823,75.7241134643555,808.690673828125,148.103393554688,245.551696777344,2792.62255859375
background,-10.5,82.000007823,17,10394.0029296875,338.000091552734,-238,211.999954223633
background,-100.5,22.000007823,62.6111221313477,2830.5009765625,247.000106811523,146.972213745117,636.164978027344
background,-100.5,31.000007823,41.5833282470703,7265.890625,350.638946533203,83.1666412353516,558.99951171875
background,-100.5,34.000007823,38.6111145019531,8305.416015625,385.694458007812,51.3332824707031,569.916442871094
background,-100.5,37.000007823,36.9444465637207,9212.083984375,418.888946533203,13.4721660614014,525.8330078125
background,-100.5,43.000007823,32.7777786254883,10417.8056640625,447.333343505859,-51.3611145019531,507.916412353516
background,-100.5,52.000007823,22.3611106872559,13046.9443359375,488,-169.611114501953,471.916625976562
background,-103.5,19.000007823,66.8846054077148,1764.84716796875,210.577011108398,195.538330078125,1008.69287109375
background,-103.5,22.000007823,62.9722213745117,2791.11206054688,257.888824462891,139.000015258789,720.916931152344
background,-103.5,28.000007823,48.555549621582,5720.94921875,310.222412109375,107.694450378418,315.694305419922
background,-103.5,46.000007823,31.5833320617676,10639.5556640625,455.722259521484,-76.5000228881836,395.638763427734
background,-103.5,49.000007823,27.5277729034424,11937.1943359375,479.972229003906,-124.88890838623,389.527679443359
background,-106.5,34.000007823,46.0277786254883,7413.11279296875,376.750091552734,19.5832691192627,337.361053466797
background,-106.5,43.000007823,35.9166603088379,9000.751953125,414.194519042969,-53.1111373901367,325.749908447266
background,-106.5,79.000007823,13.2499942779541,14458.25,459,-363,75.4999847412109
background,-109.5,-25.999992177,56,1999.99926757812,126,180,1140.99987792969
background,-109.5,10.000007823,30,373,60,264,194
background,-109.5,19.000007823,44.2500038146973,2719.74975585938,141.999984741211,206.499938964844,285.750213623047
background,-109.5,25.000007823,57.5882377624512,4430.1767578125,265,180.235260009766,335.352722167969
background,-109.5,28.000007823,54.0605926513672,5103.21435546875,304.121215820312,149.545547485352,575.8173828125
background,-109.5,34.000007823,47.0277633666992,7354.30517578125,380.194366455078,21.4443626403809,395.055938720703
background,-109.5,37.000007823,38.4722137451172,8662.029296875,406.861114501953,-9.77777194976807,284.444305419922
background,-109.5,79.000007823,12,14491.5556640625,455.666656494141,-362.222229003906,64.6666793823242
background,-112.5,28.000007823,56.2857246398926,4646.3212890625,280.428619384766,158.892837524414,137.499862670898
background,-112.5,37.000007823,41.0555572509766,8053.193359375,390.666625976562,3.83325362205505,297.917053222656
background,-112.5,40.000007823,36.5555572509766,8857.4716796875,415,-29.527774810791,333.055694580078
background,-112.5,52.000007823,28.7222232818604,10825.83203125,442.249938964844,-119.249992370605,400.472381591797
background,-112.5,79.000007823,12,14488.9228515625,454.615386962891,-362.615386962891,69
background,-115.5,28.000007823,59.8571510314941,3872.71508789062,267.285736083984,151.285675048828,103.857055664062
background,-115.5,49.000007823,33.6666717529297,7770.27783203125,359.027740478516,-66.6388626098633,719.944519042969
background,-118.5,28.000007823,60.5,1777.9990234375,127.999954223633,149.000137329102,103.999687194824
background,-118.5,40.000007823,42.9166641235352,7729.4716796875,399.972198486328,-4.55555725097656,226.361511230469
background,-121.5,37.000007823,51.1071510314941,5092.2119140625,290.321319580078,83.4285736083984,513.679443359375
background,-124.5,40.000007823,51.8461608886719,4489.2236328125,262.153442382812,57.3076667785645,1336.00109863281
background,-124.5,46.000007823,45.6923141479492,4416.6875,226.461273193359,44.1538238525391,2147.3125
